id,host_listings_count,latitude,longitude,accommodates,bathrooms,price,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,maximum_minimum_nights,minimum_maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,cta,time_to_cta_minutes
24647371,1,41.83585,-87.6537,2,3.0,60.0,0.0,0.0,25.0,2,90,2,90,0,234,23,1,1.0,19.24
19982288,1,41.97078,-87.67445,2,1.0,100.0,100.0,50.0,25.0,3,1125,3,1125,0,0,2,0,1.0,10.58
34868023,2,41.912,-87.64307,6,1.0,180.0,0.0,50.0,10.0,2,10,2,10,8,8,49,49,4.0,6.78
21064192,2,41.870259999999995,-87.68285999999998,5,2.0,99.0,250.0,59.0,20.0,2,14,3,14,29,175,117,54,2.0,12.11
21661244,19,41.94600000000001,-87.65241999999998,2,1.0,45.0,0.0,15.0,0.0,1,20,2,20,0,0,1,0,4.0,3.38
23756712,2,41.93509,-87.65193000000002,4,1.0,129.0,100.0,55.0,15.0,2,1125,2,1125,0,277,11,0,4.0,4.26
42533691,0,41.854620000000004,-87.69306999999998,2,1.0,32.0,0.0,12.0,8.0,2,5,2,1125,28,37,3,3,2.0,3.6
24476458,6,41.973420000000004,-87.70015,6,1.0,119.0,0.0,109.0,0.0,2,1125,2,1125,30,363,62,24,4.0,13.37
19947248,1,41.954570000000004,-87.78615,4,1.0,74.0,0.0,40.0,0.0,1,1125,1,1125,20,296,123,19,0.0,63.73
29545196,2,41.91624,-87.71089,4,1.0,130.0,0.0,45.0,0.0,14,1124,14,1125,15,322,107,107,,
28133387,3,41.96335,-87.6651,12,4.0,299.0,500.0,219.0,0.0,3,1124,3,1125,21,344,4,3,4.0,8.65
6622853,1,41.91601,-87.64446,4,1.0,150.0,250.0,75.0,10.0,4,1124,15,1125,29,330,136,28,3.0,11.65
32918924,1,41.997009999999996,-87.66794,6,1.0,135.0,0.0,75.0,0.0,2,14,2,14,25,79,57,53,3.0,12.15
34714722,1,41.91494,-87.704,3,1.0,125.0,400.0,25.0,25.0,1,1125,2,1125,30,90,38,38,1.0,15.82
14202777,1,41.906420000000004,-87.63454,3,1.0,125.0,0.0,25.0,0.0,2,10,2,10,0,0,5,0,2.0,6.27
36238050,0,41.79128,-87.73219,6,1.0,93.0,0.0,75.0,0.0,1,30,1,30,29,85,15,15,2.0,15.41
40178667,39,41.85637,-87.64453,2,1.0,20.0,500.0,60.0,50.0,32,1125,32,1125,30,365,0,0,0.0,42.67
42450317,1,41.973929999999996,-87.7781,4,1.0,35.0,0.0,25.0,10.0,1,25,2,1125,19,169,4,4,0.0,86.39
31859589,104,41.89351,-87.6172,8,3.0,299.0,0.0,143.0,0.0,3,1125,3,1125,30,322,33,26,4.0,13.15
31566290,58,41.940509999999996,-87.65256,2,1.0,26.0,200.0,60.0,34.0,1,1125,7,1125,24,120,44,44,5.0,1.18
42100457,0,41.948879999999996,-87.76464,15,3.5,350.0,750.0,189.0,10.0,1,1125,1,1125,27,362,0,0,0.0,53.43
40037349,7,41.9568,-87.65007,4,1.0,55.0,0.0,50.0,10.0,1,1125,1,1125,30,158,6,6,2.0,8.93
36064407,1420,41.89678,-87.63171,2,1.0,80.0,0.0,250.0,0.0,30,1125,730,1125,30,365,0,0,4.0,4.93
5571262,0,41.898070000000004,-87.67336,6,2.5,275.0,250.0,75.0,0.0,2,5,2,5,0,4,74,10,1.0,13.23
40290002,529,41.90339,-87.69285,2,1.0,40.0,0.0,40.0,0.0,1,30,2,30,27,87,10,10,,
36001736,1,41.813629999999996,-87.74114,2,1.0,42.0,0.0,10.0,0.0,1,60,1,60,30,178,30,30,0.0,72.53
14840423,0,41.97221,-87.73987,2,1.0,85.0,0.0,35.0,25.0,2,1125,2,1125,0,113,25,25,0.0,49.97
42815181,0,41.86054,-87.62331,2,1.0,225.0,0.0,50.0,0.0,2,360,2,1125,0,31,1,1,3.0,12.93
27553507,1,41.91845,-87.75918,4,1.0,90.0,0.0,50.0,20.0,1,31,1,1125,28,132,80,40,0.0,75.94
16539717,769,41.924459999999996,-87.63883,4,1.0,100.0,400.0,128.0,5.0,14,1124,14,365,12,111,42,9,0.0,64.8
662034,2,41.99201,-87.75719000000002,2,1.0,65.0,0.0,0.0,0.0,2,180,2,180,29,364,66,15,0.0,95.15
20722119,2,41.91853,-87.67518000000004,6,1.5,99.0,500.0,109.0,25.0,4,1124,4,1125,5,333,124,40,2.0,13.9
41473525,2,41.87598,-87.62315,6,2.0,299.0,0.0,175.0,15.0,2,1125,2,1125,30,88,2,2,12.0,5.93
33107019,4,41.95446,-87.67567,6,1.0,104.0,0.0,50.0,15.0,2,1125,2,1125,22,292,32,29,3.0,0.69
22770779,1,41.94382,-87.68015,10,2.5,77.0,250.0,109.0,25.0,4,1124,4,1125,0,324,76,30,2.0,9.6
42338692,4,41.89792,-87.65638,4,1.0,150.0,100.0,80.0,45.0,1,1125,1,1125,29,198,0,0,3.0,3.15
41023937,0,41.96927,-87.66351999999998,3,1.0,45.0,0.0,0.0,25.0,1,6,1,1125,14,69,17,17,5.0,4.99
41412465,4,41.82909,-87.6084,2,1.0,36.0,0.0,40.0,0.0,1,1125,1,1125,30,180,0,0,,
21565589,2,41.93979,-87.68168,8,1.5,78.0,250.0,109.0,25.0,4,1124,4,1125,29,364,98,35,2.0,15.78
22320384,6,41.77002,-87.57451,8,2.5,150.0,150.0,175.0,30.0,30,180,30,180,30,365,24,0,0.0,78.4
20846317,14,41.88726,-87.64956,6,1.0,178.0,0.0,175.0,25.0,1,1125,3,1125,2,323,47,14,4.0,4.51
28493052,1,41.90747,-87.64231,2,1.0,75.0,0.0,20.0,0.0,1,6,1,6,28,83,63,53,3.0,7.42
40560870,7,41.90988,-87.63893,16,4.0,264.0,500.0,259.0,25.0,3,1125,3,1125,30,251,5,5,3.0,1.86
21201032,1,41.91125,-87.70153,2,2.0,125.0,0.0,0.0,0.0,1,1125,1,1125,0,112,16,0,0.0,62.91
33223450,1,41.881009999999996,-87.65303,4,2.0,121.0,0.0,30.0,0.0,1,1125,1,1125,0,49,3,2,4.0,7.27
26639751,9,41.88092,-87.64285,3,1.0,139.0,150.0,39.0,39.0,1,180,25,1125,0,75,163,87,9.0,10.23
36241210,1,41.928470000000004,-87.71862,10,3.0,400.0,0.0,100.0,25.0,3,1125,3,1125,0,0,0,0,1.0,13.22
35572927,2,41.93268,-87.714,2,1.0,55.0,0.0,5.0,20.0,1,14,1,14,29,364,8,8,2.0,6.68
39602407,28,41.85287,-87.63506,7,1.0,129.0,0.0,60.0,15.0,1,1125,1,1125,0,138,6,6,2.0,4.61
26196902,10,41.852779999999996,-87.69673,1,1.0,32.0,0.0,0.0,0.0,28,1125,28,1125,0,0,2,2,3.0,3.79
28006825,7,41.87895,-87.64495,1,1.5,10.0,0.0,0.0,0.0,1,14,1,14,30,39,86,23,5.0,8.22
40894313,529,41.9182,-87.6745,2,1.0,42.0,0.0,40.0,0.0,1,30,2,1125,27,87,32,32,1.0,14.25
23652348,82,41.8789,-87.64187,2,2.0,10.0,0.0,0.0,0.0,1,31,1,1125,29,308,184,76,8.0,4.94
33039987,1,41.93247,-87.66946999999998,6,1.0,95.0,0.0,89.0,5.0,3,1125,3,1125,15,126,39,37,0.0,66.75
21278768,2,41.93415,-87.65583000000002,5,2.0,45.0,0.0,50.0,30.0,2,30,2,1125,11,13,83,28,4.0,5.02
17759790,1,42.00269,-87.65827,4,1.0,95.0,100.0,35.0,25.0,2,14,2,14,30,301,122,37,3.0,5.12
3590692,3,41.99041,-87.66022,1,1.0,64.0,0.0,55.0,25.0,20,365,20,1125,30,328,33,1,3.0,2.14
24931653,12,41.96243,-87.73512,6,1.5,180.0,500.0,200.0,25.0,2,90,2,90,1,237,3,1,1.0,12.39
15889919,8,41.78027,-87.60353,2,1.0,40.0,0.0,10.0,15.0,5,1125,5,1125,29,364,15,2,1.0,2.66
31234459,2,41.84485,-87.62659000000002,8,2.0,67.0,100.0,50.0,25.0,1,30,1,30,29,347,5,5,2.0,15.6
29909367,1,41.88565,-87.61662,3,1.0,160.0,1000.0,99.0,0.0,31,365,31,1125,30,365,0,0,7.0,12.81
14144295,4,41.89184,-87.65774,4,1.0,149.0,400.0,55.0,15.0,2,365,2,1125,29,331,209,38,4.0,7.12
40325209,769,41.86399,-87.62474,4,1.0,131.0,400.0,77.0,5.0,2,1125,2,2,23,335,22,22,1.0,6.15
6654182,2,41.90274,-87.63303,2,1.0,79.0,300.0,89.0,0.0,31,1125,31,1125,0,204,59,3,3.0,3.06
12137777,1,41.90985,-87.6377,3,1.0,185.0,0.0,35.0,20.0,3,6,3,6,0,0,0,0,3.0,3.28
41049932,1,41.89048,-87.61806,2,1.0,120.0,0.0,0.0,0.0,2,1125,2,1125,17,69,1,1,6.0,14.96
39115052,3,41.77812,-87.71817,1,1.0,25.0,0.0,5.0,0.0,1,1125,1,1125,12,321,43,43,0.0,58.29
19242274,1,41.91462,-87.64969,2,1.0,149.0,500.0,95.0,50.0,3,28,3,1125,30,249,102,37,3.0,5.39
19759186,1,41.82533,-87.67348,6,1.0,124.0,150.0,100.0,25.0,3,28,7,1125,25,166,81,26,1.0,12.69
11874600,34,41.88724000000001,-87.63114,4,1.0,140.0,0.0,120.0,0.0,30,1125,30,1125,30,161,11,2,13.0,3.79
39138899,2,41.86915,-87.62586,4,2.0,250.0,0.0,100.0,35.0,2,30,2,1125,30,86,31,31,6.0,3.11
25949955,3,41.91467,-87.69762,2,2.0,55.0,0.0,25.0,0.0,1,30,1,30,12,12,108,35,2.0,12.24
42962445,0,41.97166,-87.65632,9,3.0,66.0,0.0,70.0,0.0,4,1125,4,1125,5,51,3,3,4.0,4.42
24825820,2,41.85688,-87.66358000000002,4,1.0,99.0,0.0,40.0,0.0,2,7,2,7,0,0,8,0,1.0,6.66
33100285,1,41.92339000000001,-87.70299,3,1.0,60.0,100.0,25.0,20.0,2,30,2,30,0,0,31,31,2.0,7.06
12606818,1,41.90463,-87.66498,2,1.0,60.0,0.0,0.0,10.0,2,1125,2,1125,0,0,25,3,2.0,3.8
39994910,35,41.99659000000001,-87.70336999999998,6,1.0,100.0,0.0,60.0,0.0,1,30,7,30,22,357,8,8,0.0,84.34
43141614,21,41.91248,-87.68885999999998,6,1.0,100.0,250.0,100.0,0.0,1,180,1,1125,7,7,0,0,2.0,9.69
37975073,3,41.84048,-87.63269,2,1.0,35.0,0.0,12.0,15.0,7,7,7,1125,26,86,31,31,2.0,12.26
34807624,1,41.91806,-87.70849,4,1.0,55.0,200.0,49.0,0.0,4,1125,4,1125,7,157,29,29,1.0,15.92
44020,8,41.92673,-87.65731,6,1.0,80.0,200.0,240.0,8.0,32,290,90,290,30,270,52,1,3.0,6.15
20033899,1,41.97232,-87.67399,2,2.5,48.0,225.0,24.0,12.0,1,89,1,1125,0,309,115,47,1.0,14.06
25983598,58,41.79651,-87.58256,2,1.0,23.0,200.0,60.0,34.0,1,1125,7,1125,26,122,101,49,0.0,90.98
38174946,0,42.00804,-87.69328,4,1.0,95.0,0.0,125.0,30.0,2,1125,2,1125,0,49,7,7,0.0,90.5
1672647,1,41.99892,-87.67322,7,1.0,109.0,0.0,0.0,10.0,7,365,7,1125,17,339,224,24,1.0,15.06
31377545,1,41.90343,-87.67553000000002,2,1.0,45.0,0.0,5.0,0.0,2,1125,2,1125,3,4,25,22,2.0,10.22
22470940,1,41.96735,-87.69119,2,1.0,45.0,0.0,25.0,0.0,2,1125,2,1125,7,176,28,5,3.0,4.0
34279428,1,41.940059999999995,-87.72479,4,1.0,110.0,0.0,0.0,0.0,2,1125,2,1125,0,0,47,47,1.0,15.63
22627276,16,42.0169,-87.68674,3,2.0,30.0,100.0,24.0,10.0,1,1125,1,1125,23,173,5,1,0.0,21.91
22103017,5,41.89502,-87.63448000000002,4,1.5,295.0,0.0,125.0,95.0,2,14,2,14,30,90,8,3,4.0,2.91
40812990,9,41.882020000000004,-87.67923,11,2.0,200.0,0.0,150.0,25.0,1,1125,1,1125,30,365,0,0,2.0,14.53
28861926,34,41.88858,-87.63401,4,1.0,155.0,0.0,120.0,0.0,12,1125,12,1125,30,365,4,3,12.0,2.25
41646725,0,41.923320000000004,-87.70255999999998,5,1.0,79.0,0.0,60.0,10.0,2,27,2,27,29,217,2,2,2.0,6.63
31875443,1,41.86474000000001,-87.6458,4,1.0,89.0,0.0,75.0,10.0,1,1125,2,1125,27,113,55,45,,
8802052,1,41.89693,-87.68893,2,2.0,75.0,0.0,25.0,25.0,1,1125,1,1125,29,362,233,56,0.0,84.18
5195252,2,41.90368,-87.67943000000002,2,1.0,85.0,0.0,25.0,0.0,1,1125,1,1125,29,302,71,16,1.0,10.91
42071772,1,41.88134,-87.6809,5,2.0,219.0,0.0,50.0,50.0,2,4,2,4,15,67,0,0,2.0,15.39
1641601,1,41.97282,-87.67257,2,1.0,69.0,150.0,25.0,10.0,2,120,2,120,30,348,275,35,1.0,14.83
40882597,0,41.95169,-87.65732,6,2.5,200.0,0.0,175.0,0.0,3,1125,3,1125,25,148,0,0,3.0,7.87
7241887,1,41.83092,-87.60762,4,1.0,120.0,250.0,50.0,20.0,2,1125,2,1125,30,270,52,0,0.0,85.38
32941556,1386,41.89374,-87.63023000000004,3,1.0,175.0,500.0,89.0,30.0,2,1125,2,1125,30,365,0,0,7.0,5.12
39797500,7,41.89812,-87.62241999999998,5,2.0,104.0,0.0,100.0,0.0,31,1125,31,1125,30,334,0,0,4.0,7.63
42831646,10,41.90844,-87.66613000000002,11,1.0,379.0,0.0,115.0,0.0,2,1125,7,1125,30,31,0,0,2.0,7.81
32785926,1,42.00362,-87.69449,2,1.0,59.0,0.0,30.0,0.0,1,1125,1,1125,30,365,7,7,0.0,87.2
42973530,7,41.87133,-87.64893000000002,4,1.0,10.0,0.0,0.0,0.0,14,60,14,1125,20,30,0,0,3.0,6.68
26975495,7,41.87708,-87.64078,2,1.5,10.0,0.0,0.0,0.0,1,14,1,14,8,8,105,46,12.0,2.0
23650776,10,41.90121,-87.6328,5,1.0,144.0,0.0,0.0,0.0,1,1125,1,1125,0,112,0,0,2.0,4.86
38552662,4,41.91,-87.68503,2,1.0,75.0,0.0,45.0,0.0,1,1125,1,1125,0,46,5,5,2.0,9.01
6863046,21,41.92751,-87.65011,6,1.0,225.0,0.0,100.0,25.0,2,1125,5,1125,26,352,19,4,3.0,8.43
42900122,0,41.81136,-87.61053000000004,7,1.0,150.0,0.0,50.0,25.0,1,1125,1,1125,28,359,1,1,3.0,11.91
35149761,1,41.88563,-87.70512,6,1.0,85.0,250.0,75.0,25.0,2,31,2,31,30,155,34,34,3.0,2.5
7408812,2,41.9228,-87.71074,2,1.0,79.0,0.0,30.0,0.0,2,60,2,60,29,130,82,18,1.0,12.13
41376775,3,41.87942,-87.68182,1,1.0,45.0,0.0,35.0,25.0,1,1125,1,1125,30,273,0,0,2.0,12.62
71930,3,41.89615,-87.67934,2,1.0,59.0,0.0,30.0,20.0,3,90,3,1125,0,176,67,9,,
15867158,1,41.9107,-87.64121,4,2.0,110.0,0.0,50.0,0.0,3,1125,3,1125,0,0,27,9,4.0,2.83
41061691,19,41.95645,-87.71117,2,1.0,39.0,0.0,15.0,0.0,2,1125,2,1125,0,0,9,9,1.0,23.1
37075906,0,41.84675,-87.728,3,1.0,80.0,200.0,35.0,5.0,28,1125,28,1125,8,274,2,2,2.0,14.45
19454398,1,41.84507,-87.64503,8,1.5,178.0,350.0,100.0,30.0,2,13,2,13,30,249,34,12,1.0,6.13
15804772,1,41.98301,-87.71478,7,1.0,80.0,0.0,0.0,15.0,1,200,1,1125,30,270,116,33,0.0,54.01
27406623,2,41.91733,-87.63793000000004,4,1.0,179.0,0.0,40.0,10.0,2,360,2,360,30,353,25,14,2.0,10.44
20211131,3,41.99954,-87.66305,4,1.0,80.0,0.0,0.0,0.0,1,1125,1,1125,30,90,18,0,3.0,4.27
28285513,2,41.91442,-87.71793000000002,4,1.0,100.0,0.0,30.0,25.0,3,5,3,5,30,90,1,0,0.0,48.97
26256556,26,41.963609999999996,-87.64954,3,1.0,100.0,0.0,50.0,0.0,1,150,7,150,4,117,42,20,2.0,8.68
21547974,1,41.91341,-87.63927,3,1.0,80.0,0.0,0.0,0.0,90,1125,90,1125,0,234,0,0,2.0,4.55
21412083,1,41.91924,-87.70858,1,1.0,55.0,350.0,35.0,25.0,28,100,28,100,0,0,1,1,1.0,14.6
18377747,1,41.83679,-87.64848,2,1.0,70.0,150.0,0.0,15.0,2,1125,2,1125,28,257,46,12,0.0,74.94
23442604,22,41.891999999999996,-87.62824,4,1.0,287.0,0.0,67.0,0.0,1,28,1,28,28,363,46,27,8.0,0.52
34946904,554,41.8692,-87.6319,6,2.0,149.0,250.0,75.0,0.0,2,28,30,28,21,280,24,24,7.0,6.17
18035212,4,41.94421,-87.64993,4,1.0,495.0,0.0,0.0,10.0,2,1125,2,1125,29,364,3,1,3.0,8.19
634310,2,41.99667,-87.66213,2,1.0,65.0,250.0,0.0,15.0,2,1125,2,1125,30,357,81,1,3.0,6.88
30817507,10,41.902429999999995,-87.67133000000004,2,1.0,139.0,0.0,0.0,0.0,1,1125,2,365,29,231,0,0,2.0,5.64
33036432,5,41.95387,-87.66533000000004,10,2.0,250.0,1500.0,130.0,25.0,1,180,2,180,30,359,41,39,4.0,11.22
30171391,1,41.8798,-87.70136,8,2.0,89.0,500.0,95.0,15.0,2,12,4,12,25,158,75,53,3.0,10.87
20605570,1,41.78904,-87.63255,1,1.0,70.0,0.0,0.0,0.0,4,7,4,7,0,0,0,0,2.0,10.35
39440808,3,41.94076,-87.67751,2,1.0,89.0,1000.0,85.0,30.0,1,1125,2,1125,30,90,30,30,2.0,10.41
19013761,1,41.94462,-87.65225,4,2.0,80.0,0.0,20.0,0.0,1,1125,1,1125,0,0,22,5,4.0,6.73
12170773,7,41.91747,-87.63615,5,2.0,143.0,0.0,55.0,10.0,1,1000,5,1125,21,234,370,101,1.0,11.85
36832790,1420,41.87149,-87.62472,2,1.0,163.0,0.0,250.0,0.0,30,1125,730,1125,0,265,0,0,8.0,6.45
28433148,1,41.97103,-87.71079,4,1.0,75.0,100.0,150.0,30.0,1,1125,1,1125,7,291,7,7,3.0,6.31
36427716,30,41.88385,-87.63495999999998,6,2.0,212.0,0.0,120.0,0.0,30,365,30,365,30,365,0,0,16.0,3.08
29897713,1,41.87956,-87.68186999999998,8,2.5,200.0,250.0,125.0,50.0,2,1125,7,1125,30,115,25,19,2.0,12.57
42413531,0,42.01948,-87.66733,2,1.0,34.0,0.0,5.0,5.0,1,3,1,1125,0,3,0,0,3.0,5.8
12968778,1,41.93255,-87.64869,6,2.5,149.0,100.0,99.0,0.0,2,365,30,1125,23,223,85,11,4.0,5.59
14631349,5,41.92214,-87.68344,10,2.0,200.0,0.0,195.0,0.0,4,1125,4,1125,0,322,24,8,1.0,13.35
14490086,4,41.90143,-87.67872,4,1.0,60.0,250.0,49.0,25.0,4,1124,4,1125,30,365,142,33,2.0,13.92
21811012,1,41.89955,-87.677,2,1.0,80.0,0.0,15.0,5.0,2,10,2,10,0,0,1,0,1.0,14.7
3638346,2,42.00565,-87.6633,2,1.0,99.0,0.0,35.0,15.0,2,7,2,1125,0,141,117,22,2.0,6.91
42289749,15,41.903059999999996,-87.63508,5,1.0,145.0,0.0,0.0,0.0,5,1125,5,1125,30,118,1,1,3.0,5.05
5733394,2,41.94271,-87.65292,2,1.0,79.0,0.0,50.0,0.0,2,1125,2,1125,29,120,100,54,4.0,4.99
38905198,6,41.87131,-87.69431999999998,8,2.0,180.0,0.0,260.0,0.0,1,1125,1,1125,22,172,0,0,1.0,15.73
