id,host_listings_count,latitude,longitude,accommodates,bathrooms,price,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,maximum_minimum_nights,minimum_maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,cta,time_to_cta_minutes
7004149,10,41.93481,-87.72972,1,1.5,33.0,300.0,75.0,30.0,4,365,4,365,7,342,5,1,0.0,25.04
34887416,1420,41.89063,-87.61903000000002,2,1.0,142.0,0.0,250.0,0.0,30,1125,730,1125,5,340,0,0,7.0,13.8
24626961,3,41.8934,-87.65509,12,3.5,685.0,500.0,275.0,95.0,1,194,2,194,30,215,24,4,4.0,4.92
15510883,1,41.94999,-87.65799999999999,6,2.0,700.0,0.0,150.0,100.0,2,1125,2,1125,29,175,6,3,3.0,7.28
5629872,0,41.92845,-87.71325,6,3.5,500.0,999.0,200.0,30.0,2,1125,5,1125,0,0,38,2,1.0,7.17
34891841,1,41.72902,-87.57679,3,1.5,30.0,0.0,15.0,15.0,1,30,1,30,28,88,5,5,0.0,63.34
40914933,104,41.88727,-87.63247,5,2.0,179.0,0.0,121.0,0.0,1,1125,3,1125,30,312,1,1,13.0,2.46
42941856,14,41.8551,-87.62262,4,1.0,400.0,150.0,79.0,15.0,2,1125,2,1125,30,365,0,0,2.0,7.1
39075656,1420,41.87976,-87.62663,2,1.0,69.0,0.0,250.0,0.0,30,1125,730,1125,30,365,0,0,15.0,1.03
37715112,21,41.84896,-87.68126,6,1.0,103.0,250.0,90.0,10.0,1,180,3,180,12,252,16,16,3.0,11.85
28404889,1,41.88221,-87.64401,1,1.0,30.0,0.0,0.0,0.0,240,240,240,240,23,173,0,0,8.0,6.89
36899300,0,41.94965,-87.76244,2,1.0,90.0,0.0,30.0,0.0,1,30,1,1125,7,7,24,24,0.0,51.17
34675095,2,41.90455,-87.68457,2,1.0,55.0,0.0,9.0,20.0,1,14,1,1125,5,65,10,10,1.0,14.12
18748744,1,41.94574,-87.74438,2,1.0,80.0,0.0,25.0,100.0,1,3,1,3,30,365,32,14,0.0,30.29
33753806,3,41.86653,-87.65483,4,1.0,99.0,0.0,25.0,0.0,1,1125,1,1125,30,358,23,23,1.0,17.92
35351970,1,41.94455,-87.67143,8,1.5,325.0,0.0,95.0,0.0,3,30,3,1125,30,89,18,18,3.0,3.11
5009613,5,42.00147,-87.66974,4,1.0,50.0,0.0,0.0,0.0,1,1125,1,1125,30,365,0,0,3.0,9.33
33092535,35,41.91571,-87.68705,8,2.0,120.0,300.0,75.0,10.0,1,365,7,365,19,134,55,52,3.0,1.7
34720003,2,41.80733,-87.7405,6,1.0,98.0,350.0,95.0,25.0,2,28,2,28,30,262,2,2,,
41533106,0,41.71475,-87.66366,8,1.0,46.0,100.0,29.0,10.0,5,1125,5,1125,3,32,6,6,0.0,48.17
42757930,1420,41.88306,-87.65131,2,1.0,86.0,0.0,250.0,0.0,30,1125,730,1125,30,365,0,0,5.0,4.47
15694333,1,41.89738,-87.6779,6,1.0,69.0,150.0,69.0,25.0,1,1124,2,1124,19,73,148,41,1.0,18.64
24066662,10,41.85252,-87.69818000000002,1,1.0,52.0,300.0,30.0,250.0,21,1125,21,1125,30,180,1,1,2.0,5.85
35769538,2,41.73538,-87.58599,8,1.5,139.0,0.0,115.0,10.0,2,365,2,1125,29,364,1,1,0.0,59.82
15904833,7,41.89634,-87.6629,2,1.0,65.0,500.0,30.0,10.0,2,1125,2,1125,29,79,5,4,2.0,8.05
21802068,3,41.79996,-87.60185,4,1.0,93.0,150.0,0.0,0.0,30,365,30,365,28,88,1,0,0.0,70.87
6391342,1,41.89259000000001,-87.66999,2,1.5,80.0,150.0,10.0,20.0,2,1125,2,1125,0,0,28,0,1.0,12.73
40350268,3,41.99863,-87.67178,2,1.0,29.0,0.0,0.0,0.0,1,1125,1,1125,4,4,3,3,1.0,14.67
27490262,2,41.9273,-87.69811,5,1.0,59.0,250.0,79.0,25.0,3,1125,3,1125,21,351,69,43,2.0,8.98
19960537,2,41.90947,-87.68808,10,3.0,195.0,300.0,150.0,0.0,2,30,5,1125,26,158,62,24,2.0,12.31
42610324,1,41.76616,-87.63713,6,2.0,95.0,200.0,30.0,0.0,1,29,1,1125,30,89,0,0,1.0,15.28
37142836,4,41.9335,-87.72312,4,1.0,80.0,0.0,100.0,40.0,4,60,4,1125,30,192,2,2,1.0,15.92
32864072,30,41.89078,-87.62317,6,2.0,239.0,0.0,120.0,0.0,32,1125,32,1125,30,365,0,0,9.0,7.86
32941659,1386,41.88819,-87.63289,4,2.0,250.0,300.0,129.0,30.0,2,1125,2,1125,29,308,0,0,12.0,3.74
29518776,6,41.91752,-87.6358,3,1.0,99.0,200.0,50.0,50.0,5,1125,5,1125,19,24,9,8,1.0,12.83
37145404,0,41.936609999999995,-87.69646,2,1.0,57.0,0.0,30.0,0.0,1,100,1,100,0,0,2,2,1.0,22.07
37784682,1,41.9707,-87.69713,2,1.0,60.0,0.0,0.0,0.0,2,1125,2,1125,23,341,4,4,3.0,9.32
33228736,47,41.894079999999995,-87.66688,10,2.5,199.0,500.0,160.0,20.0,1,1125,4,1125,0,0,39,38,2.0,13.96
26925109,1,41.84987,-87.70085,6,1.0,65.0,100.0,60.0,30.0,2,30,2,30,0,74,24,8,2.0,10.84
16174963,2,41.91588,-87.70487,6,1.0,67.0,500.0,79.0,25.0,4,1125,4,1125,8,17,135,20,1.0,15.3
14595303,2,41.95006,-87.67206999999998,8,1.0,110.0,0.0,100.0,25.0,1,1125,1,1125,30,336,143,27,4.0,6.86
43148093,1420,41.905570000000004,-87.62809,2,1.0,93.0,0.0,250.0,0.0,30,1125,730,1125,0,335,0,0,3.0,5.74
39615283,0,41.796009999999995,-87.68675999999998,2,1.0,40.0,0.0,5.0,10.0,1,1125,1,1125,22,82,1,1,1.0,13.84
37364231,30,41.8836,-87.63537,6,2.0,210.0,0.0,120.0,0.0,32,1125,32,1125,30,365,2,2,16.0,2.75
26686342,1386,41.90092,-87.62115,4,2.0,250.0,300.0,129.0,30.0,2,1125,2,1125,30,191,11,2,2.0,12.31
15701616,1,41.9214,-87.70711,2,1.0,81.0,500.0,35.0,100.0,1,3,1,3,29,364,24,0,2.0,11.08
31356183,2,42.012879999999996,-87.67219,2,1.0,67.0,150.0,39.0,10.0,3,60,3,60,30,261,22,19,3.0,7.58
642053,11,41.90567,-87.67311,4,1.0,81.0,0.0,35.0,0.0,2,365,3,365,30,136,11,3,2.0,7.64
33096066,15,41.88667,-87.61953000000004,4,1.0,152.0,0.0,90.0,0.0,28,1125,28,1125,30,90,0,0,9.0,9.34
40706989,12,41.89143,-87.62026999999998,5,1.0,75.0,0.0,175.0,50.0,30,60,30,60,30,156,0,0,7.0,8.81
42922355,18,41.891709999999996,-87.63555,6,2.0,172.0,0.0,129.0,0.0,2,299,10,1125,20,170,0,0,9.0,5.51
41273383,0,41.93051,-87.75381,2,1.0,45.0,0.0,10.0,10.0,1,21,1,1125,30,180,5,5,0.0,54.87
41643452,0,41.7798,-87.77233000000004,8,1.0,99.0,200.0,20.0,20.0,2,1125,2,1125,0,0,0,0,0.0,74.18
13174322,3,41.94932,-87.70291999999998,3,2.0,95.0,100.0,50.0,25.0,2,1125,2,1125,0,285,136,28,,
21545552,3,41.93708,-87.81612,4,1.0,74.0,500.0,60.0,0.0,3,28,3,1125,14,74,120,46,0.0,90.38
35579703,3,42.00038,-87.6714,6,1.0,93.0,0.0,40.0,5.0,1,14,2,14,0,21,32,32,2.0,12.36
39465553,1,41.94329000000001,-87.65415,1,1.0,49.0,0.0,0.0,0.0,1,1125,1,1125,29,124,0,0,4.0,5.13
32161422,36,41.88658,-87.6315,2,1.0,70.0,1500.0,375.0,0.0,31,1125,31,1125,30,365,2,1,13.0,1.97
33937582,1,41.94015,-87.64779,4,1.0,175.0,0.0,30.0,0.0,2,28,2,28,24,82,43,43,4.0,5.36
8208108,2,41.91393,-87.69338,2,1.0,100.0,0.0,40.0,0.0,1,5,1,5,30,172,73,18,2.0,9.74
32811843,7,41.879909999999995,-87.6444,2,1.0,10.0,0.0,0.0,0.0,1,14,1,14,8,8,54,41,6.0,9.93
15041932,6,41.90649000000001,-87.68968000000002,2,1.0,59.0,0.0,10.0,0.0,1,1125,1,1125,30,90,94,28,1.0,16.39
15771536,1,41.9448,-87.66038,6,1.0,225.0,0.0,50.0,15.0,1,1125,1,1125,22,194,95,14,5.0,5.26
3534562,1,41.92716,-87.65788,5,1.0,175.0,150.0,75.0,18.0,1,1125,1,1125,24,33,358,66,2.0,7.23
39129044,769,41.8763,-87.64864,8,3.5,158.0,400.0,151.0,5.0,4,1125,4,365,11,183,17,17,3.0,3.38
7347908,1,41.89968,-87.6818,4,1.0,58.0,250.0,49.0,20.0,3,1124,3,1125,0,27,250,46,0.0,81.16
35758043,2,41.9412,-87.82413000000004,2,1.0,65.0,0.0,25.0,0.0,2,1125,2,1125,0,145,11,11,0.0,68.72
25918132,1,41.89663,-87.6869,2,1.0,57.0,0.0,40.0,0.0,2,1125,2,1125,30,65,97,47,0.0,82.18
28806596,2,41.969359999999995,-87.65956,4,2.0,62.0,500.0,79.0,25.0,3,1124,3,1125,17,352,68,49,4.0,1.63
42556357,2,41.96463,-87.65082,3,1.0,89.0,0.0,25.0,0.0,1,29,1,1125,0,0,2,2,3.0,8.99
36668214,3,41.886070000000004,-87.62443,2,2.0,100.0,0.0,0.0,20.0,1,1125,1,999,0,261,3,3,12.0,3.92
23052558,2,41.83027,-87.67849,2,1.0,23.0,0.0,15.0,20.0,1,60,1,60,0,51,145,65,1.0,2.63
32502105,14,41.89718,-87.65479,5,2.0,45.0,150.0,15.0,10.0,1,1125,2,1125,19,60,57,52,2.0,2.44
19263774,1,42.02042,-87.66686999999996,6,1.0,48.0,250.0,150.0,22.0,2,245,2,245,29,112,35,10,3.0,6.82
8608064,1,41.94,-87.66363,4,1.0,55.0,200.0,49.0,20.0,3,1124,3,1125,2,308,230,49,6.0,5.64
36704713,1,41.9078,-87.67208000000002,1,1.0,48.0,0.0,25.0,100.0,1,1125,1,1125,29,38,4,4,2.0,7.43
25942236,3,41.91126,-87.6839,6,1.0,58.0,250.0,79.0,25.0,4,1124,4,1125,2,267,90,42,2.0,8.81
35566367,6,41.93906,-87.65652,4,1.0,115.0,500.0,75.0,0.0,2,1125,4,1125,0,139,26,26,5.0,4.12
32941608,1386,41.89365,-87.63118,3,1.0,175.0,500.0,89.0,30.0,2,1125,2,1125,30,365,1,0,7.0,5.67
40724859,82,41.86769,-87.65738,2,1.5,10.0,0.0,0.0,0.0,1,31,1,31,30,312,27,27,2.0,13.7
27401065,1,41.9509,-87.66101,6,1.0,150.0,0.0,100.0,0.0,2,1125,2,1125,25,76,54,46,4.0,10.83
15499376,4,41.84867,-87.63476,6,1.0,200.0,0.0,50.0,40.0,2,25,2,1125,30,90,89,11,2.0,10.25
31440667,1,41.908390000000004,-87.69121,4,1.0,76.0,500.0,100.0,0.0,13,80,13,80,0,0,2,2,1.0,15.02
38803239,4,41.8329,-87.66457,2,1.0,25.0,0.0,15.0,15.0,7,7,7,1125,22,82,24,24,1.0,10.25
11671188,81,41.88743,-87.61641999999998,2,1.0,150.0,0.0,80.0,0.0,32,1125,32,1125,30,365,1,0,6.0,14.49
36525223,1,41.99947,-87.66757,1,1.0,110.0,0.0,5.0,13.0,1,1125,1,1125,29,179,7,7,3.0,8.61
40949874,1,41.8744,-87.68644,6,2.0,100.0,0.0,80.0,0.0,2,1125,4,1125,12,44,10,10,1.0,3.5
10765065,2,41.80199,-87.60465,2,1.0,45.0,0.0,25.0,0.0,2,30,2,30,0,0,29,0,0.0,67.55
32941434,1386,41.88947,-87.63441999999998,3,1.0,250.0,300.0,129.0,30.0,2,1125,2,1125,29,308,1,1,11.0,4.14
38099421,3,41.920159999999996,-87.71469,4,1.0,103.0,250.0,75.0,25.0,1,1125,2,1125,28,87,10,10,0.0,41.04
36561386,28,41.85107,-87.63274,2,1.0,65.0,0.0,20.0,0.0,1,1125,1,1125,30,353,17,17,2.0,5.13
23658333,4,41.88581,-87.63564000000002,5,1.0,210.0,0.0,90.0,25.0,2,1125,2,1125,10,70,122,53,15.0,3.45
35403153,1,41.82522,-87.66941,6,1.0,128.0,300.0,50.0,5.0,1,30,1,1125,13,73,31,31,1.0,16.55
37989627,1,41.79707,-87.60323000000002,4,1.0,155.0,200.0,67.0,0.0,3,1125,3,1125,0,0,0,0,0.0,74.95
7728429,0,41.92317,-87.69919,2,1.0,175.0,0.0,15.0,25.0,2,1125,2,1125,28,363,21,1,2.0,3.29
32444234,3,41.75889,-87.55575,12,3.0,500.0,0.0,0.0,0.0,3,14,4,14,27,172,0,0,0.0,83.62
17206887,1,41.92114,-87.64995,4,1.0,55.0,250.0,39.0,25.0,3,1124,3,1125,30,286,88,29,2.0,7.2
20054600,3,41.90031,-87.67067,5,1.0,226.0,500.0,100.0,0.0,2,15,3,1125,0,0,7,4,1.0,7.31
15142809,1,41.93436,-87.71231999999998,2,1.0,75.0,0.0,0.0,20.0,1,1125,2,1125,30,90,70,28,2.0,7.37
13896300,1,41.80242,-87.59786,2,1.0,150.0,0.0,0.0,0.0,3,30,3,30,0,0,4,0,0.0,70.55
41798140,1,41.92367,-87.68316999999998,2,1.5,34.0,0.0,10.0,7.0,1,1125,1,1125,30,176,8,8,1.0,15.41
27282218,1,41.87225,-87.68655,2,1.0,80.0,0.0,20.0,0.0,1,5,1,1125,30,150,18,11,1.0,7.34
37974900,3,41.84025,-87.63313000000002,2,1.0,35.0,0.0,12.0,15.0,7,7,7,1125,30,90,17,17,2.0,11.96
13967723,1,41.92257,-87.70115,4,1.0,70.0,150.0,30.0,10.0,1,30,2,1125,6,14,154,34,2.0,4.18
35604998,104,41.8706,-87.63263,5,2.0,279.0,0.0,131.0,0.0,3,1125,3,1125,28,324,16,16,9.0,8.34
42952263,34,41.853359999999995,-87.62383,4,1.0,400.0,150.0,79.0,15.0,2,1125,2,1125,30,365,0,0,2.0,3.86
15939618,7,41.89873,-87.70326,4,1.0,75.0,250.0,65.0,0.0,1,1125,1,1125,29,140,209,53,0.0,49.16
19672865,13,41.98532,-87.67211999999998,2,1.0,27.0,0.0,20.0,5.0,1,1125,1,1125,21,355,35,9,0.0,97.83
13347295,1,41.8539,-87.6754,5,1.0,150.0,100.0,50.0,0.0,3,14,3,14,13,153,96,12,3.0,2.0
12932496,6,41.90032,-87.6313,2,1.0,114.0,150.0,40.0,0.0,1,1125,1,1125,20,290,349,87,3.0,4.97
42638201,1,41.81069,-87.6022,4,1.0,77.0,100.0,50.0,0.0,1,1125,1,1125,28,177,1,1,0.0,76.76
42498830,0,41.89515,-87.63475,4,1.0,118.0,0.0,0.0,0.0,5,1125,5,1125,20,75,0,0,4.0,2.29
8337703,1,41.94742,-87.64976,2,1.0,61.0,0.0,0.0,10.0,1,7,1,7,30,328,189,28,3.0,4.38
32693466,1,41.85988,-87.62585,5,1.0,169.0,450.0,55.0,15.0,2,1125,2,1125,30,338,40,37,3.0,12.43
31463896,1420,41.8887,-87.64216,2,1.0,117.0,0.0,250.0,0.0,30,1125,730,1125,5,304,0,0,7.0,5.67
25624505,1,41.969429999999996,-87.6811,2,1.0,69.0,300.0,35.0,10.0,2,31,2,31,30,180,34,13,3.0,5.99
14474320,769,41.94661,-87.65334,8,2.0,145.0,400.0,169.0,5.0,4,1124,4,4,15,44,54,24,4.0,1.93
38659841,5,41.93688,-87.71119,8,2.0,150.0,1500.0,140.0,5.0,1,1125,1,1125,29,239,10,10,2.0,3.85
17547943,2,41.84421,-87.62644,10,2.0,149.0,150.0,75.0,25.0,1,90,1,1125,30,253,98,13,1.0,14.92
41063413,19,41.95472,-87.71089,2,1.0,38.0,0.0,15.0,0.0,2,1125,2,1125,16,25,9,9,1.0,19.47
25517875,1,41.915659999999995,-87.72045,6,2.0,250.0,100.0,50.0,25.0,1,1125,1,1125,0,0,9,3,0.0,45.98
14770316,769,41.90417,-87.68169,10,2.0,215.0,400.0,225.0,5.0,4,1124,4,4,30,60,72,16,1.0,11.97
42866026,30,41.88795,-87.63245,6,2.0,191.0,0.0,120.0,0.0,22,1125,22,1125,1,335,0,0,12.0,3.38
29363835,4,41.90467,-87.67522,8,3.0,500.0,250.0,120.0,30.0,3,1125,3,1125,0,0,1,0,2.0,9.6
14748152,769,41.92454,-87.66795,6,2.0,111.0,400.0,133.0,5.0,4,1124,4,365,21,144,34,15,0.0,73.91
28499473,44,41.980109999999996,-87.65548000000004,5,1.0,100.0,0.0,25.0,0.0,1,150,7,150,0,113,63,27,3.0,5.75
1080532,4,41.93396,-87.64108,4,2.5,114.0,300.0,75.0,10.0,6,1125,6,1125,0,219,29,7,2.0,14.42
29105811,1,41.93421,-87.71348,4,1.0,75.0,0.0,25.0,25.0,1,1125,1,1125,0,0,5,0,2.0,7.54
39112760,769,41.87842,-87.64816,4,1.0,103.0,400.0,101.0,5.0,4,1125,4,365,5,312,0,0,4.0,5.6
31566580,58,41.94028,-87.65417,2,1.0,25.0,200.0,60.0,34.0,1,1125,7,1125,24,120,35,35,5.0,1.13
29960994,1,41.98536,-87.66899000000002,1,1.0,45.0,0.0,15.0,20.0,2,20,2,20,0,0,6,5,4.0,12.23
24598724,2,41.89912,-87.66483000000002,3,1.0,149.0,300.0,85.0,25.0,2,365,2,1125,30,191,74,38,2.0,9.37
40559074,0,41.89322,-87.71089,12,2.0,148.0,500.0,179.0,25.0,5,1125,5,1125,30,357,3,3,2.0,16.12
2012443,1,41.89278,-87.66131,2,1.0,55.0,0.0,0.0,10.0,3,1124,45,1124,21,225,188,12,3.0,10.17
24413855,1,42.00858,-87.66351999999998,4,2.0,50.0,0.0,20.0,0.0,3,20,3,20,0,0,25,2,3.0,4.43
5850897,1,41.81214,-87.61231,6,2.5,99.0,0.0,0.0,186.0,2,1125,2,1125,30,365,25,9,2.0,11.51
42816225,6,41.87641,-87.63483000000002,4,1.0,250.0,0.0,125.0,0.0,2,1125,2,1125,30,85,0,0,13.0,3.98
38999019,2,41.956070000000004,-87.66605,6,2.0,134.0,0.0,0.0,0.0,2,1125,2,1125,0,6,3,3,4.0,11.22
37387716,1,41.93806,-87.75215,8,2.0,150.0,0.0,35.0,10.0,1,1125,1,1125,5,240,32,32,0.0,45.12
8455435,1,41.91523,-87.68032,3,1.0,116.0,250.0,75.0,29.0,3,1125,3,1125,1,282,101,17,2.0,9.05
12759999,2,41.944340000000004,-87.66925,2,1.0,155.0,150.0,50.0,20.0,3,90,3,90,30,174,36,6,3.0,3.04
25540254,2,41.76933,-87.62398,6,1.0,75.0,100.0,100.0,25.0,2,30,2,1125,27,362,16,4,1.0,2.15
23623835,3,41.8967,-87.68245,4,1.0,134.0,0.0,20.0,10.0,2,30,2,30,30,96,54,26,,
43198292,21,41.94986,-87.66917,6,1.5,100.0,250.0,125.0,10.0,1,180,3,1125,2,232,1,1,4.0,9.5
37977237,46,41.96587,-87.66744,2,1.0,39.0,0.0,35.0,0.0,1,365,2,1125,0,312,24,24,5.0,10.38
33821458,3,41.839859999999994,-87.65892,6,1.0,188.0,0.0,30.0,0.0,2,1125,2,1125,29,89,3,3,2.0,13.42
26029969,1,41.93655,-87.65484000000002,6,2.5,550.0,500.0,130.0,25.0,4,30,5,30,29,359,41,18,4.0,1.98
42910760,3,41.91912,-87.63856,4,1.0,136.0,0.0,150.0,10.0,1,1125,1,1125,16,351,1,1,2.0,11.87
39862089,1,41.80997,-87.64083000000002,6,1.0,80.0,0.0,35.0,12.0,1,1125,1,1125,8,113,14,14,1.0,11.96
26366829,1,41.892109999999995,-87.63474000000002,4,1.0,250.0,0.0,0.0,0.0,1,1125,1,1125,0,19,11,7,8.0,5.12
18173496,2,41.974909999999994,-87.66204,6,1.0,132.0,0.0,40.0,0.0,2,29,2,1125,26,251,85,22,4.0,5.19
23883067,1,41.89778,-87.63704,2,1.0,60.0,0.0,10.0,25.0,1,1125,1,1125,0,0,1,0,4.0,3.76
40029774,2,41.76696,-87.63211,3,1.0,26.0,150.0,45.0,20.0,2,30,2,1125,30,365,1,1,1.0,9.42
29308790,11,41.899390000000004,-87.62881999999998,7,1.5,289.0,0.0,121.0,0.0,3,1125,3,1125,0,0,51,35,3.0,5.66
36772374,1,41.96185,-87.73313,5,1.0,120.0,0.0,115.0,10.0,2,90,2,1125,23,32,6,6,2.0,14.14
8211104,1,41.97408,-87.67104,3,1.0,72.0,0.0,100.0,0.0,10,30,10,30,0,0,21,2,1.0,17.93
22752271,1,41.83349000000001,-87.64958,3,1.0,50.0,0.0,0.0,10.0,1,14,1,14,26,237,158,78,0.0,79.98
19960802,2,41.91834,-87.71321,6,1.0,50.0,0.0,25.0,5.0,1,30,2,1125,0,255,205,99,0.0,44.87
26804834,5,41.83139,-87.61952,8,2.0,250.0,0.0,125.0,0.0,2,60,2,60,30,358,22,12,2.0,12.71
24154584,769,41.89932,-87.64372,2,1.0,108.0,400.0,117.0,5.0,4,1111,4,365,0,82,21,11,2.0,12.07
25894475,1,41.878479999999996,-87.68404,6,1.0,130.0,0.0,60.0,25.0,1,1125,2,1125,0,2,163,98,2.0,9.24
20286462,2,41.90034,-87.67094,2,1.0,50.0,0.0,20.0,0.0,1,1125,1,1125,30,287,95,33,1.0,7.87
23337459,57,41.94533,-87.65136,4,1.0,30.0,250.0,40.0,10.0,2,1125,3,1125,22,31,20,9,4.0,5.19
7919400,3,41.94487,-87.65056,2,1.0,55.0,400.0,35.0,25.0,1,1125,1,1125,30,123,114,13,3.0,7.72
30506211,5,41.84952,-87.68379,2,2.0,35.0,0.0,20.0,10.0,1,1125,1,1125,23,168,82,59,3.0,11.12
7637618,1,41.98997,-87.66795,3,1.0,100.0,0.0,0.0,20.0,3,29,3,1125,29,75,112,15,3.0,9.22
5383435,3,41.89883,-87.68124,6,1.0,159.0,150.0,70.0,15.0,1,1125,1,1125,30,344,52,16,0.0,79.49
42001852,2,41.79744,-87.60579,2,2.0,44.0,0.0,15.0,0.0,1,1125,1,1125,3,97,2,2,0.0,71.64
34539701,1,41.94374000000001,-87.64238,6,3.0,180.0,250.0,85.0,0.0,7,21,7,21,0,30,2,2,3.0,15.57
6732036,1,41.85568,-87.64582,6,1.0,180.0,100.0,75.0,35.0,2,1125,2,1125,5,65,82,11,1.0,14.35
9233356,6,41.87728,-87.7738,2,3.0,36.0,0.0,15.0,10.0,1,1120,1,1120,30,365,59,14,1.0,12.81
40228047,2,41.94102,-87.77996999999998,5,1.0,68.0,800.0,100.0,20.0,2,1125,2,1125,0,290,0,0,0.0,66.21
20479262,14,41.91075,-87.6797,6,1.0,202.0,0.0,175.0,25.0,2,1125,3,1125,29,340,42,14,2.0,4.93
37631137,2,41.90233,-87.67918,4,1.0,120.0,300.0,80.0,5.0,12,84,12,1125,30,66,4,4,2.0,12.9
42952568,0,41.92198,-87.71677,5,1.0,48.0,0.0,50.0,0.0,4,1125,4,1125,12,72,0,0,1.0,19.24
11046830,1,41.92559,-87.68504,4,2.0,165.0,400.0,75.0,0.0,7,1125,7,1125,0,0,1,1,1.0,16.57
28367058,35,41.87904,-87.66856,10,2.0,129.0,300.0,85.0,10.0,1,365,7,365,2,110,109,59,4.0,9.29
13648600,14,41.9185,-87.68845,4,1.0,40.0,100.0,10.0,25.0,1,1125,2,1125,0,10,115,47,3.0,4.79
33563565,3,41.87074000000001,-87.64253000000002,2,1.0,65.0,0.0,150.0,0.0,1,1125,1,1125,20,80,16,16,5.0,7.99
31565885,58,41.938790000000004,-87.65358,2,1.0,26.0,200.0,60.0,34.0,1,1125,7,1125,29,125,39,39,5.0,2.41
26502662,1,41.989779999999996,-87.65602,6,1.0,100.0,0.0,0.0,10.0,1,1125,1,1125,0,0,20,13,3.0,3.47
14416305,15,41.92286,-87.64838,8,2.0,195.0,0.0,195.0,0.0,4,1125,4,1125,30,351,74,22,2.0,6.92
34476758,1,41.93936,-87.65744000000002,3,1.0,85.0,0.0,25.0,50.0,1,1125,1,1125,29,178,12,12,5.0,4.51
39328389,0,41.99451,-87.80646999999998,3,1.0,59.0,500.0,60.0,20.0,3,28,3,1125,24,80,20,20,0.0,67.49
35642875,2,41.88483,-87.62317,4,2.0,400.0,0.0,45.0,0.0,2,1125,2,1125,30,90,2,2,14.0,5.48
16163018,5,41.88306,-87.62576999999996,10,2.0,248.0,100.0,100.0,18.0,1,1125,1,1125,26,149,250,75,16.0,0.54
15647142,2,41.97498,-87.66563000000002,2,1.0,85.0,0.0,15.0,0.0,1,1125,1,1125,21,159,55,18,4.0,9.2
38412095,0,41.87916,-87.70581,4,1.0,158.0,0.0,78.0,40.0,1,14,1,1125,0,141,5,5,4.0,7.22
21090640,1,41.80904,-87.73974,4,1.0,200.0,0.0,25.0,15.0,10,1125,10,1125,30,90,0,0,0.0,79.89
20979854,1,42.00792,-87.68318000000002,2,1.0,65.0,0.0,0.0,10.0,2,7,2,7,29,179,18,6,0.0,79.83
25740475,1,41.94613,-87.65335,2,1.0,135.0,0.0,18.0,0.0,1,35,2,35,0,0,78,37,4.0,2.57
24204256,3,41.8917,-87.61534,2,1.0,250.0,200.0,129.0,10.0,2,365,2,365,30,180,5,0,1.0,23.4
40534674,12,41.8931,-87.61886,6,3.0,375.0,0.0,200.0,50.0,2,29,3,1125,19,137,0,0,5.0,11.49
28083994,1,41.92564,-87.65958,6,1.0,200.0,500.0,40.0,0.0,7,1125,7,1125,0,0,7,4,3.0,7.27
39779263,0,41.7611,-87.64685,4,1.0,65.0,150.0,100.0,50.0,2,1125,2,1125,30,365,2,2,0.0,73.72
3298786,2,41.93625,-87.71245,2,1.0,75.0,150.0,25.0,30.0,1,1125,1,1125,30,362,78,15,2.0,3.48
1587078,5,41.91638,-87.68422,4,1.0,149.0,1000.0,50.0,40.0,2,1125,2,1125,29,336,293,34,2.0,6.31
25364755,2,41.96549,-87.6592,2,1.0,80.0,0.0,40.0,0.0,2,1125,2,1125,23,209,216,113,3.0,1.64
979926,4,42.00623,-87.66794,2,1.5,59.0,95.0,0.0,20.0,2,90,2,90,30,363,240,27,2.0,6.66
42436234,0,41.88877,-87.6219,3,1.0,185.0,0.0,35.0,0.0,3,200,3,200,30,35,0,0,9.0,10.35
23599181,3,41.84837,-87.68466,4,1.0,120.0,150.0,80.0,20.0,3,1125,3,1125,0,165,15,2,3.0,12.23
5933672,81,41.886759999999995,-87.64253000000002,3,2.0,300.0,0.0,100.0,0.0,90,1125,90,1125,0,265,0,0,7.0,2.68
41426538,2,41.803290000000004,-87.58587,2,1.0,50.0,0.0,35.0,20.0,2,1125,2,1125,29,165,3,3,0.0,76.7
15719729,1,41.94771,-87.64395999999998,2,1.0,400.0,0.0,25.0,75.0,2,3,2,3,29,89,29,10,3.0,13.28
36631273,0,41.7968,-87.75621,2,1.0,60.0,0.0,5.0,0.0,1,1125,1,1125,1,3,20,20,0.0,37.23
42000500,2,41.7878,-87.61914,2,1.0,35.0,0.0,30.0,0.0,1,30,1,30,1,212,6,6,3.0,11.23
24733263,47,41.91452,-87.71944,11,2.0,99.0,300.0,110.0,20.0,1,365,4,365,30,131,78,36,0.0,48.86
32073218,4,41.88839,-87.63299,3,1.0,240.0,250.0,79.0,25.0,2,60,2,60,30,362,29,24,12.0,4.05
34044886,7,41.95698,-87.69861999999998,6,2.0,149.0,100.0,100.0,15.0,5,1125,5,1125,9,236,31,31,0.0,34.64
1427950,1,41.98496,-87.66806,2,1.0,120.0,500.0,50.0,0.0,3,31,3,31,0,0,79,13,4.0,11.01
35151416,1,41.94385,-87.65187,2,1.0,90.0,250.0,45.0,10.0,1,1125,2,1125,29,89,21,21,4.0,7.48
28405971,3,41.89692,-87.67126,7,1.0,162.0,0.0,75.0,25.0,2,30,2,1125,30,183,68,41,1.0,12.41
