id,latitude,longitude,accommodates,bathrooms,price,minimum_nights,maximum_nights,availability_30,number_of_reviews,number_of_reviews_ltm,restaurants,bars,cafes,universities,cta,time_to_cta_minutes
13139438,41.96436,-87.68983,3,1.0,46.0,1,30,0,46,12,40.0,13.0,18.0,0.0,3.0,4.76
13140562,41.88614000000001,-87.70354,8,1.0,109.0,1,1125,30,184,29,2.0,2.0,1.0,0.0,2.0,4.74
13141600,41.76366,-87.59281999999997,5,1.0,92.0,2,1125,29,143,27,2.0,1.0,1.0,0.0,0.0,35.63
13148936,41.92169000000001,-87.63849,3,1.0,175.0,3,120,30,35,0,74.0,36.0,19.0,1.0,0.0,16.45
13149571,41.89632,-87.69196,2,1.0,95.0,2,1125,29,197,44,32.0,20.0,12.0,0.0,0.0,31.09
13150401,41.90017,-87.69663,5,1.0,145.0,2,1125,0,74,14,24.0,15.0,8.0,0.0,0.0,31.49
13155002,41.89499,-87.63422,6,2.0,65.0,4,1124,0,230,55,297.0,96.0,86.0,4.0,4.0,3.38
13155027,41.81506,-87.59795,8,3.5,540.0,2,1125,28,42,7,1.0,1.0,1.0,0.0,0.0,28.38
13165391,41.90592,-87.63064,2,1.0,49.0,29,360,0,165,33,92.0,37.0,38.0,2.0,2.0,3.44
13165625,41.88895,-87.63364,2,1.0,135.0,31,1123,30,1,0,372.0,105.0,115.0,4.0,11.0,1.65
13174322,41.94932,-87.70291999999998,3,2.0,95.0,2,1125,0,136,28,18.0,13.0,2.0,1.0,,
13175429,41.98761,-87.66181,8,1.5,125.0,1,1125,0,99,33,28.0,13.0,16.0,0.0,3.0,6.63
13189052,41.94539,-87.64854,4,1.0,175.0,2,28,25,230,57,87.0,65.0,26.0,0.0,4.0,8.0
13207526,41.94491,-87.6545,4,1.0,249.0,3,90,29,12,1,113.0,74.0,31.0,0.0,5.0,6.64
13207952,41.83771,-87.66099,7,1.0,119.0,2,1125,30,242,48,4.0,3.0,3.0,0.0,1.0,9.45
13219760,41.85047,-87.62095,3,1.0,145.0,3,1125,0,57,0,23.0,10.0,8.0,0.0,2.0,9.41
13219793,41.95014000000001,-87.647,2,1.0,89.0,1,10,0,30,0,56.0,52.0,15.0,0.0,2.0,9.47
13226056,41.84077,-87.64956,1,1.0,21.0,1,365,13,65,27,8.0,7.0,2.0,0.0,1.0,11.62
13236524,41.92687,-87.66006,2,1.0,120.0,2,1125,0,210,6,77.0,45.0,21.0,2.0,3.0,9.74
13247627,41.96192,-87.73576,2,1.5,44.0,2,20,30,17,4,7.0,12.0,5.0,0.0,2.0,11.19
13258544,41.91193,-87.67681,2,1.0,60.0,3,31,0,32,0,134.0,39.0,35.0,0.0,3.0,3.49
13280223,41.92591,-87.69717,2,1.5,46.0,1,6,9,380,102,103.0,39.0,22.0,0.0,2.0,6.45
13280235,41.91757,-87.65344,6,2.0,151.0,4,1124,21,51,4,84.0,32.0,20.0,2.0,3.0,1.51
13295757,41.88805,-87.64477,3,2.0,149.0,3,120,22,29,7,241.0,64.0,64.0,1.0,6.0,6.56
13298078,41.98397,-87.66197,2,1.0,27.0,1,365,27,172,28,31.0,12.0,17.0,0.0,3.0,5.06
13311675,41.92443,-87.69994,13,2.0,700.0,1,1125,27,68,18,101.0,37.0,23.0,0.0,2.0,6.07
13317058,41.92699,-87.66514000000002,2,1.0,53.0,1,1125,0,4,0,45.0,30.0,18.0,1.0,1.0,19.06
13332282,41.88645,-87.70338000000002,8,1.0,109.0,1,1125,30,168,29,2.0,4.0,2.0,0.0,2.0,5.61
13342206,41.79771,-87.60163,4,1.0,150.0,3,120,0,49,13,21.0,3.0,10.0,3.0,0.0,23.62
13343525,41.8473,-87.61789,4,1.0,85.0,2,1125,29,228,45,5.0,8.0,4.0,0.0,1.0,16.4
13345749,41.78414,-87.60495999999998,6,2.0,100.0,3,1125,28,67,22,8.0,1.0,10.0,4.0,2.0,5.94
13347295,41.8539,-87.6754,5,1.0,150.0,3,14,13,96,12,19.0,4.0,5.0,0.0,3.0,2.0
13348367,41.89324000000001,-87.66805,10,3.5,180.0,2,180,26,160,35,64.0,25.0,14.0,0.0,1.0,15.17
13358192,41.90465,-87.63704,4,1.0,150.0,1,1125,0,2,0,116.0,37.0,35.0,2.0,3.0,6.76
13361661,41.93905,-87.68125,8,3.0,550.0,2,1125,9,106,17,28.0,21.0,7.0,1.0,2.0,16.6
13362992,41.85019000000001,-87.63096,2,1.0,59.0,1,30,29,149,48,37.0,14.0,10.0,0.0,2.0,6.05
13373997,41.9462,-87.67828,4,1.0,175.0,2,1125,30,204,58,33.0,30.0,12.0,0.0,3.0,4.65
13377080,41.89633,-87.67865,2,1.0,110.0,2,14,0,97,5,93.0,35.0,27.0,0.0,1.0,20.62
13387556,41.98906,-87.66497,6,1.0,194.0,3,30,0,82,16,27.0,12.0,17.0,0.0,3.0,7.49
13390160,41.89561,-87.63473,6,2.0,299.0,2,29,28,144,34,277.0,93.0,84.0,3.0,4.0,1.68
13404689,41.91165,-87.79507,2,1.5,75.0,1,1125,28,17,3,4.0,1.0,1.0,0.0,,
13405543,41.95682,-87.65426,2,1.0,89.0,2,6,0,70,16,24.0,19.0,11.0,0.0,2.0,4.49
13414718,41.92115,-87.70991,4,1.0,109.0,2,10,0,135,24,68.0,28.0,14.0,0.0,1.0,14.1
13416566,41.89992,-87.63667,5,1.0,200.0,1,365,22,216,64,190.0,60.0,60.0,2.0,3.0,7.02
13416789,41.93899,-87.66523000000002,4,1.0,75.0,1,30,30,326,94,62.0,61.0,20.0,0.0,6.0,8.62
13416896,41.93947,-87.72358,10,1.0,69.0,5,1124,30,97,18,22.0,19.0,3.0,0.0,2.0,12.26
13431644,41.91107,-87.68164,4,2.0,250.0,2,1125,0,11,0,132.0,37.0,34.0,0.0,2.0,5.24
13432253,41.97094,-87.71624,2,1.0,87.0,1,2,0,27,0,9.0,1.0,4.0,1.0,2.0,7.23
13453259,41.90482,-87.69073,2,1.0,69.0,1,1125,23,203,38,46.0,16.0,12.0,0.0,0.0,19.56
13463310,41.92792,-87.71181,2,1.0,49.0,1,1125,0,121,38,68.0,27.0,14.0,0.0,1.0,6.35
13463943,41.96502,-87.68109,2,1.0,60.0,1,4,22,97,19,52.0,16.0,19.0,0.0,3.0,5.22
13478467,41.90484,-87.67998,16,2.5,209.0,2,28,29,140,29,131.0,41.0,35.0,0.0,1.0,9.06
13493868,41.93026,-87.7062,13,2.0,300.0,2,1124,29,130,29,84.0,40.0,19.0,0.0,3.0,2.96
13496433,41.94432000000001,-87.65429,7,1.5,200.0,2,1125,30,81,19,115.0,76.0,31.0,0.0,4.0,6.2
13505037,41.86061,-87.62267,2,1.0,99.0,4,1125,29,64,20,36.0,19.0,18.0,0.0,3.0,12.98
13522012,41.88302,-87.7096,4,2.5,17.0,7,20,30,394,111,2.0,1.0,1.0,0.0,3.0,4.85
13531342,41.76769,-87.63009,2,3.0,28.0,1,30,0,41,9,1.0,0.0,0.0,0.0,1.0,7.21
13531879,41.76769,-87.63009,5,1.5,99.0,1,30,30,3,1,1.0,0.0,0.0,0.0,1.0,7.21
13532621,41.84768,-87.68375,4,1.0,40.0,14,35,0,2,0,10.0,2.0,1.0,0.0,3.0,13.51
13547280,41.91165,-87.67486,4,1.0,125.0,2,29,0,36,0,125.0,38.0,34.0,0.0,2.0,4.75
13548995,41.89196,-87.66337,6,1.0,149.0,1,280,28,69,24,78.0,25.0,17.0,0.0,3.0,13.42
13575637,41.88426,-87.66136,4,2.0,164.0,4,1124,0,84,8,83.0,21.0,14.0,0.0,5.0,7.15
13599334,41.88562,-87.65983,6,2.0,196.0,4,1124,30,58,6,118.0,30.0,21.0,0.0,2.0,9.98
13603606,41.92007,-87.63578000000003,2,1.0,250.0,2,4,0,9,0,39.0,23.0,18.0,0.0,,
13605649,41.80704,-87.62401,2,1.0,55.0,2,500,0,182,34,3.0,1.0,2.0,0.0,2.0,9.62
13621242,41.88402,-87.69311,4,1.5,95.0,2,15,27,229,75,8.0,0.0,1.0,0.0,2.0,4.62
13635380,41.88302,-87.7096,2,2.5,23.0,7,20,22,348,77,2.0,1.0,1.0,0.0,3.0,4.85
13643020,41.92041,-87.6376,7,2.5,300.0,2,14,0,12,0,73.0,34.0,19.0,1.0,,
13648548,41.91836,-87.68852,6,1.0,45.0,1,1125,22,93,35,98.0,39.0,25.0,0.0,3.0,4.62
13648600,41.9185,-87.68845,4,1.0,40.0,1,1125,0,115,47,97.0,39.0,25.0,0.0,3.0,4.79
13648645,41.91836,-87.68852,8,1.0,50.0,1,1125,0,118,40,98.0,39.0,25.0,0.0,3.0,4.62
13649577,41.93544,-87.70628,4,1.0,130.0,2,1125,4,34,5,60.0,26.0,11.0,0.0,2.0,9.87
13656154,41.92598,-87.66694,6,1.0,65.0,1,28,26,98,27,37.0,32.0,12.0,0.0,0.0,18.34
13656318,41.88302,-87.7096,4,2.5,23.0,7,20,24,377,85,2.0,1.0,1.0,0.0,3.0,4.85
13666998,41.96784,-87.66225,2,1.0,60.0,1,1125,12,63,21,53.0,17.0,13.0,0.0,3.0,6.63
13674513,41.80229,-87.60139000000002,1,1.0,28.0,45,1125,28,7,2,17.0,3.0,4.0,1.0,0.0,21.38
13687465,41.92478,-87.70913,2,1.0,75.0,2,30,0,49,2,101.0,36.0,20.0,0.0,2.0,8.37
13687910,41.86416,-87.65041,12,1.0,69.0,1,1125,30,311,65,41.0,10.0,12.0,1.0,,
13699494,41.94056,-87.72326,2,1.0,33.0,6,120,0,20,0,21.0,19.0,3.0,0.0,2.0,13.8
13713501,41.89535,-87.68124,2,1.0,74.0,1,7,30,149,50,78.0,34.0,24.0,0.0,0.0,23.37
13714745,41.95042,-87.65245,12,2.0,119.0,5,1124,30,151,28,70.0,58.0,20.0,0.0,3.0,4.6
13735299,41.9015,-87.69494,10,3.0,307.0,2,8,30,55,10,35.0,16.0,10.0,0.0,0.0,27.98
13743298,41.9177,-87.67214,2,1.0,92.0,2,1125,0,148,34,78.0,36.0,24.0,0.0,1.0,15.77
13744809,41.99197,-87.65953,2,1.0,21.0,20,1125,23,19,2,24.0,11.0,17.0,0.0,4.0,2.67
13746300,41.95521,-87.68862,6,1.0,125.0,2,1125,28,25,10,29.0,17.0,6.0,0.0,0.0,17.13
13761202,41.85594,-87.66879,6,1.0,99.0,1,9,22,26,19,20.0,7.0,9.0,0.0,2.0,3.13
13764068,41.82115,-87.61758,1,1.0,58.0,2,1125,30,68,18,1.0,1.0,2.0,0.0,2.0,7.53
13768369,41.95639,-87.68819,4,1.0,125.0,2,1125,28,27,13,35.0,16.0,11.0,0.0,0.0,16.25
13776092,41.89579000000001,-87.66379,2,1.0,68.0,2,1125,29,111,16,76.0,28.0,20.0,0.0,2.0,9.1
13789072,41.81574000000001,-87.62043,2,1.0,45.0,1,1125,30,23,4,2.0,1.0,4.0,0.0,3.0,3.03
13795794,41.95141,-87.76231,2,1.0,95.0,2,7,5,25,15,7.0,4.0,3.0,0.0,0.0,32.54
13798441,41.92309,-87.68304,2,1.0,90.0,2,8,29,105,43,46.0,26.0,14.0,0.0,1.0,14.63
13807243,41.9445,-87.72148,8,1.0,125.0,1,1125,0,55,0,19.0,14.0,5.0,0.0,3.0,6.23
13824546,41.85845,-87.64203,2,1.0,55.0,2,1125,0,4,0,43.0,9.0,10.0,0.0,1.0,18.89
13824783,41.97765,-87.68415999999998,6,1.0,56.0,3,1125,13,155,37,16.0,11.0,9.0,0.0,0.0,20.36
13830315,41.80704,-87.62401,2,1.0,51.0,2,500,0,119,13,3.0,1.0,2.0,0.0,2.0,9.62
13844204,41.80174,-87.6006,2,2.0,70.0,1,1125,1,177,50,22.0,5.0,4.0,1.0,0.0,23.0
13857415,41.7902,-87.59801,3,1.0,95.0,2,1125,30,151,34,17.0,3.0,11.0,7.0,0.0,20.15
13858506,41.80129,-87.60049000000002,2,2.0,70.0,1,1125,1,179,42,22.0,5.0,5.0,1.0,0.0,22.4
13859218,41.92112,-87.64102,2,1.0,85.0,1,365,0,85,22,82.0,39.0,23.0,1.0,2.0,15.81
13890897,41.83158,-87.65359000000002,3,1.5,88.0,2,15,0,134,29,8.0,7.0,4.0,0.0,1.0,25.53
13893848,41.93167,-87.64635,4,1.0,175.0,2,7,0,56,1,106.0,59.0,37.0,2.0,4.0,9.65
13896300,41.80242,-87.59786,2,1.0,150.0,3,30,0,4,0,28.0,6.0,6.0,2.0,0.0,26.51
13928644,41.91257,-87.71951,4,1.0,100.0,2,14,0,96,8,13.0,8.0,1.0,0.0,0.0,35.37
13940247,41.883,-87.67048,2,1.0,69.0,1,10,20,71,13,27.0,13.0,4.0,0.0,3.0,7.71
13940726,41.89099,-87.68188,2,1.0,250.0,1,1125,0,0,0,41.0,25.0,11.0,0.0,0.0,22.9
13941460,41.92391,-87.65299,8,2.0,400.0,3,1125,29,6,1,94.0,50.0,31.0,2.0,3.0,1.7
13961301,41.94658,-87.65267,12,2.0,240.0,2,1125,23,71,12,99.0,69.0,28.0,0.0,4.0,2.6
13961352,41.80088,-87.59572,5,2.0,240.0,2,14,11,71,17,35.0,6.0,7.0,3.0,0.0,26.66
13967723,41.92257,-87.70115,4,1.0,70.0,1,30,6,154,34,85.0,35.0,21.0,0.0,2.0,4.18
13972956,41.90882,-87.63829,3,1.5,150.0,2,1125,4,11,5,90.0,35.0,18.0,0.0,3.0,2.3
13981725,41.86896,-87.63172,5,2.0,200.0,60,1124,30,6,0,50.0,22.0,26.0,3.0,6.0,6.17
13999202,42.00657,-87.67027,2,1.0,30.0,4,30,30,5,1,34.0,12.0,14.0,0.0,2.0,8.52
14005549,42.00957,-87.66334,6,1.0,175.0,2,1125,30,4,2,31.0,12.0,11.0,0.0,3.0,4.65
14009467,41.91021,-87.67685,2,1.0,133.0,3,1125,26,97,35,136.0,40.0,37.0,0.0,3.0,0.85
14014347,41.8743,-87.64171,2,1.0,10.0,1,31,30,353,76,90.0,22.0,40.0,1.0,6.0,2.3
14015429,41.87373,-87.64751,3,1.0,10.0,1,31,30,372,81,66.0,17.0,28.0,1.0,3.0,4.87
14016520,41.89566,-87.66226,4,1.0,89.0,2,1125,29,45,1,71.0,26.0,19.0,0.0,2.0,7.72
14028571,41.92494,-87.64154,2,1.0,49.0,1,365,30,99,27,96.0,44.0,30.0,1.0,3.0,14.7
14029087,41.87063,-87.68394,6,2.5,175.0,2,30,0,23,18,5.0,2.0,2.0,0.0,2.0,12.27
14041642,41.93487,-87.69516999999998,2,1.0,76.0,2,30,29,80,13,53.0,22.0,10.0,1.0,0.0,20.87
14056171,41.80328,-87.59192,2,1.0,125.0,1,7,0,33,12,34.0,7.0,7.0,3.0,0.0,34.41
14057684,41.88954,-87.6604,2,1.0,50.0,2,1125,22,175,44,126.0,35.0,22.0,0.0,3.0,11.31
14058443,41.92412,-87.74150999999998,7,1.0,69.0,1,1125,30,293,73,6.0,0.0,1.0,0.0,0.0,46.31
14058848,41.90625,-87.66507,3,1.0,129.0,1,1125,0,4,1,81.0,25.0,25.0,0.0,1.0,5.96
14071876,41.96937,-87.65686,4,1.0,119.0,2,1124,27,247,68,51.0,18.0,15.0,0.0,4.0,1.9
14081954,41.85422,-87.6952,4,1.0,110.0,1,29,0,151,38,10.0,2.0,1.0,0.0,3.0,2.48
14085322,41.85818,-87.67783,2,1.0,67.0,2,10,25,434,84,11.0,4.0,6.0,0.0,3.0,7.02
14089727,41.94555,-87.65156,3,1.0,20.0,1,7,30,117,22,90.0,68.0,25.0,0.0,4.0,5.0
14090131,41.90741,-87.69406,2,1.0,50.0,2,1125,22,69,28,34.0,11.0,11.0,0.0,1.0,19.02
14091465,41.93643,-87.78891,3,1.0,60.0,2,30,29,29,15,1.0,2.0,3.0,0.0,,
14091800,41.9796,-87.66739,4,1.0,189.0,1,1125,21,122,57,60.0,13.0,16.0,0.0,3.0,10.46
14106979,41.83949000000001,-87.62183,8,1.0,175.0,2,1125,0,112,26,7.0,2.0,4.0,1.0,2.0,14.72
14107140,41.83931,-87.62182,10,1.0,200.0,2,1125,0,52,30,6.0,2.0,4.0,1.0,2.0,14.48
14115665,41.76769,-87.63009,2,1.5,50.0,1,30,30,33,9,1.0,0.0,0.0,0.0,1.0,7.21
14115706,41.76711,-87.62926999999998,2,1.5,41.0,1,30,30,43,14,3.0,1.0,0.0,0.0,1.0,6.08
14115710,41.76769,-87.63009,9,1.5,169.0,1,30,0,6,0,1.0,0.0,0.0,0.0,1.0,7.21
14115711,41.76769,-87.63009,2,1.5,50.0,1,30,30,30,8,1.0,0.0,0.0,0.0,1.0,7.21
14122332,41.92369,-87.65731,6,2.0,200.0,2,1125,0,64,0,76.0,42.0,23.0,2.0,3.0,6.94
14126256,41.99422,-87.67209,3,1.0,125.0,2,7,28,102,27,23.0,10.0,10.0,0.0,1.0,20.23
14141704,41.98948,-87.66190999999998,1,1.0,69.0,16,365,11,10,4,27.0,10.0,16.0,0.0,3.0,4.13
14141861,41.9906,-87.66062,1,1.0,39.0,20,1124,0,16,5,24.0,10.0,17.0,0.0,3.0,2.41
14144295,41.89184,-87.65774,4,1.0,149.0,2,365,29,209,38,128.0,36.0,25.0,0.0,4.0,8.81
14166242,41.91622,-87.7111,4,1.0,130.0,2,120,1,413,121,45.0,18.0,7.0,0.0,,
14167586,41.89857,-87.6699,4,1.0,75.0,1,1125,30,188,47,106.0,35.0,29.0,0.0,1.0,9.18
14183776,41.90222,-87.69372,4,1.0,125.0,1,1125,29,5,4,37.0,18.0,10.0,0.0,0.0,26.21
14185380,41.93438,-87.71621999999998,4,1.0,50.0,2,1125,29,91,24,41.0,24.0,8.0,0.0,2.0,7.7
14186032,41.80677,-87.61204000000002,6,2.0,95.0,3,1125,15,116,22,3.0,1.0,2.0,0.0,2.0,11.82
14186740,41.86183,-87.64695999999998,6,1.0,350.0,2,28,30,39,13,34.0,10.0,9.0,1.0,0.0,20.34
14197548,41.94441,-87.65101999999997,3,1.0,120.0,2,14,30,217,54,96.0,67.0,27.0,0.0,3.0,7.95
14202777,41.90642,-87.63454,3,1.0,125.0,2,10,0,5,0,90.0,35.0,32.0,0.0,2.0,6.27
14202881,41.96964000000001,-87.6532,4,1.0,250.0,1,14,0,56,11,38.0,11.0,11.0,0.0,4.0,6.14
14204030,41.9015,-87.66299000000002,2,1.0,137.0,1,1125,28,35,6,74.0,27.0,21.0,0.0,2.0,5.63
14215568,41.93437,-87.73976,1,1.0,30.0,30,30,30,37,4,9.0,1.0,1.0,0.0,0.0,31.15
14216457,41.92871,-87.70862,4,1.0,110.0,2,5,0,20,0,83.0,38.0,18.0,0.0,2.0,3.37
14221576,41.90519000000001,-87.67981999999998,4,2.0,300.0,3,365,29,69,15,120.0,39.0,32.0,0.0,1.0,8.55
14231792,41.95035,-87.66685,5,1.0,80.0,1,1125,30,27,1,39.0,47.0,15.0,0.0,5.0,12.07
14234231,41.99305,-87.6757,6,2.5,150.0,2,365,30,60,11,17.0,5.0,3.0,0.0,0.0,20.91
14238448,41.91642,-87.70351,5,1.0,65.0,1,1125,0,338,69,59.0,29.0,14.0,0.0,1.0,13.96
14247699,41.79659,-87.74076,1,1.0,42.0,2,10,30,0,0,5.0,3.0,4.0,0.0,0.0,18.88
14248027,41.89541,-87.67747,4,1.0,52.0,2,31,0,77,0,88.0,34.0,28.0,0.0,1.0,20.83
14268264,41.97939,-87.65386,4,1.0,11.0,1,1125,0,14,1,38.0,4.0,8.0,0.0,3.0,7.35
14296844,41.91169,-87.63956999999998,14,2.5,400.0,1,1125,27,215,39,88.0,39.0,18.0,0.0,3.0,2.71
14298102,41.88097,-87.68732,2,1.0,65.0,14,65,30,16,8,9.0,1.0,4.0,0.0,2.0,13.28
14317649,41.89237,-87.64062,4,1.0,75.0,2,1125,0,13,0,277.0,86.0,57.0,1.0,6.0,9.39
14322560,41.85686,-87.66156,2,1.0,99.0,2,1125,0,14,0,24.0,7.0,12.0,0.0,1.0,11.07
14325595,41.89024000000001,-87.66333,6,1.0,149.0,2,280,29,86,31,88.0,27.0,17.0,0.0,3.0,13.25
14333717,41.89091,-87.68590999999998,4,1.0,124.0,2,30,21,107,28,31.0,22.0,14.0,0.0,1.0,25.39
14340085,41.88331,-87.62568,3,1.0,250.0,2,14,15,116,35,260.0,81.0,99.0,5.0,16.0,0.78
14349670,41.99577,-87.67156,2,1.0,35.0,1,1125,13,203,46,23.0,11.0,12.0,0.0,1.0,18.01
14357876,41.89556,-87.62700000000002,2,1.0,114.0,31,1125,0,19,4,298.0,104.0,111.0,4.0,4.0,2.95
14382622,41.77438,-87.59205,4,1.0,175.0,60,365,30,1,0,1.0,0.0,2.0,0.0,0.0,23.04
14400451,41.76689,-87.56783,2,1.0,75.0,1,1125,30,24,4,11.0,2.0,2.0,0.0,,
14400814,41.91957,-87.71262,12,1.0,137.0,2,29,27,215,55,51.0,19.0,8.0,0.0,0.0,18.39
14416305,41.92286,-87.64838,8,2.0,195.0,4,1125,30,74,22,95.0,46.0,24.0,2.0,2.0,6.92
14429433,41.8867,-87.71370999999998,4,1.0,71.0,2,1125,22,123,25,1.0,3.0,3.0,0.0,2.0,5.79
14431243,41.94302,-87.65687,2,1.0,46.0,1,60,8,64,7,112.0,74.0,26.0,0.0,4.0,7.52
14435027,41.95493,-87.71095,1,1.0,55.0,1,5,27,37,10,19.0,16.0,4.0,0.0,1.0,19.42
14437950,41.82262,-87.60412,2,1.0,50.0,2,1125,23,124,25,0.0,1.0,2.0,0.0,0.0,22.83
14446269,41.80064,-87.60409,2,1.0,40.0,2,1125,0,5,1,12.0,2.0,5.0,1.0,0.0,18.22
14449619,41.89664000000001,-87.66739,2,1.0,100.0,1,1125,0,210,37,94.0,28.0,23.0,0.0,2.0,11.33
14474320,41.94661,-87.65334,8,2.0,145.0,4,1124,15,54,24,99.0,69.0,28.0,0.0,4.0,1.93
14486555,41.91519,-87.69399,2,1.5,36.0,30,1125,6,187,23,54.0,17.0,13.0,0.0,2.0,8.77
14486985,41.85663,-87.65504,2,1.0,40.0,1,1125,0,92,31,35.0,10.0,9.0,0.0,0.0,17.06
14487772,41.9077,-87.69251,2,1.0,50.0,2,1125,22,35,9,36.0,13.0,14.0,0.0,1.0,18.67
14490086,41.90143,-87.67872,4,1.0,60.0,4,1124,30,142,33,134.0,46.0,35.0,0.0,2.0,13.92
14490975,41.94983,-87.75003000000002,2,1.0,31.0,1,1125,23,248,51,15.0,4.0,2.0,0.0,,
14499881,41.90367,-87.71226,8,1.0,85.0,2,1125,22,96,17,6.0,4.0,3.0,0.0,0.0,32.84
14506233,41.90165,-87.68079,7,1.0,175.0,28,1125,0,11,1,122.0,46.0,32.0,0.0,1.0,14.24
14523308,41.94396,-87.75304,4,1.0,85.0,1,5,29,62,0,6.0,1.0,1.0,0.0,0.0,33.22
14529740,41.90202,-87.67111,4,1.0,129.0,2,30,1,19,4,135.0,43.0,37.0,0.0,2.0,5.63
14531526,41.89286,-87.68706,8,2.0,275.0,2,1125,28,111,11,36.0,24.0,13.0,0.0,1.0,29.08
14536600,41.81013,-87.5948,2,1.0,60.0,2,42,0,81,1,2.0,2.0,2.0,0.0,0.0,33.7
14539561,41.94488,-87.68465,3,1.0,118.0,2,60,30,112,31,22.0,14.0,4.0,1.0,1.0,12.32
14546442,41.99047,-87.66202,8,1.5,125.0,1,1124,0,94,32,24.0,10.0,17.0,0.0,3.0,4.12
14556304,41.99057,-87.6724,2,1.0,50.0,3,90,0,147,34,18.0,7.0,9.0,0.0,0.0,14.58
14556875,41.83068,-87.61891999999997,10,2.0,165.0,2,1125,29,90,34,3.0,1.0,3.0,1.0,3.0,15.4
14569864,41.80164,-87.60333,1,1.0,26.0,30,1125,28,3,1,13.0,3.0,4.0,1.0,0.0,20.71
14577181,41.83076,-87.61885,6,2.0,135.0,2,1125,29,5,0,3.0,1.0,3.0,1.0,3.0,15.43
14577510,41.82897,-87.61659,4,2.0,125.0,2,1125,29,3,0,3.0,1.0,3.0,1.0,2.0,14.28
14586209,42.00104,-87.69588,2,0.5,40.0,2,1125,0,76,25,21.0,2.0,1.0,0.0,0.0,41.2
14588581,41.94322,-87.68633,4,1.0,95.0,2,1125,23,90,24,24.0,17.0,4.0,1.0,1.0,16.43
14595303,41.95006,-87.67206999999998,8,1.0,110.0,1,1125,30,143,27,35.0,33.0,17.0,0.0,4.0,6.86
14606314,41.81324,-87.61206,6,1.0,120.0,1,7,29,62,17,1.0,2.0,4.0,0.0,3.0,11.24
14611960,41.92055,-87.67794,8,2.0,169.0,4,1125,30,51,16,45.0,27.0,16.0,0.0,1.0,16.51
14615244,41.90223,-87.69026,4,1.0,70.0,3,30,1,148,38,52.0,22.0,13.0,0.0,,
14619020,41.8037,-87.59549,4,1.0,25.0,6,120,0,53,2,33.0,6.0,7.0,3.0,0.0,30.53
14631349,41.92214,-87.68344,10,2.0,200.0,4,1125,0,24,8,47.0,27.0,13.0,0.0,1.0,13.35
14646743,41.80286,-87.59476,3,2.0,20.0,3,120,0,82,14,33.0,6.0,7.0,3.0,0.0,29.6
14650354,41.92214,-87.68344,5,1.0,149.0,4,1125,0,21,7,47.0,27.0,13.0,0.0,1.0,13.35
14650845,41.92214,-87.68344,5,1.0,128.0,4,1125,28,28,11,47.0,27.0,13.0,0.0,1.0,13.35
14666990,41.9957,-87.79987,2,1.5,50.0,1,7,29,40,4,0.0,3.0,1.0,0.0,0.0,24.83
14669774,41.98677,-87.66181999999998,2,1.0,90.0,1,1125,9,219,41,32.0,14.0,19.0,0.0,4.0,6.45
14692738,42.00846,-87.66193,2,1.0,69.0,1,1125,1,11,11,24.0,11.0,11.0,0.0,3.0,6.06
14702468,41.80437,-87.59611,2,2.0,45.0,5,200,0,73,9,23.0,4.0,3.0,3.0,0.0,29.17
14711066,41.89,-87.63133,3,1.0,100.0,1,1125,29,421,96,363.0,109.0,130.0,5.0,10.0,4.12
14715067,41.95003,-87.70999,2,1.0,95.0,1,1125,29,18,5,20.0,13.0,3.0,0.0,1.0,14.6
14728382,41.86596,-87.6267,4,1.0,128.0,1,21,9,135,42,34.0,17.0,16.0,0.0,2.0,3.3
14741430,41.87703,-87.66599000000002,2,1.0,130.0,2,7,29,174,41,49.0,14.0,13.0,1.0,4.0,8.14
14745479,41.90339,-87.62925,3,1.0,100.0,5,1125,28,66,22,137.0,43.0,54.0,3.0,3.0,2.87
14747242,41.85297,-87.68363000000002,2,1.0,40.0,1,1125,30,23,13,10.0,3.0,1.0,0.0,3.0,5.47
14747908,41.92625,-87.66617,6,2.0,111.0,4,1124,19,32,5,40.0,30.0,12.0,1.0,0.0,17.48
14748152,41.92454,-87.66795,6,2.0,111.0,4,1124,21,34,15,37.0,28.0,14.0,0.0,0.0,19.2
14759075,41.93328,-87.70233,4,1.0,100.0,1,20,0,16,10,75.0,35.0,17.0,0.0,2.0,11.15
14770316,41.90417,-87.68169,10,2.0,215.0,4,1124,30,72,16,135.0,44.0,32.0,0.0,1.0,11.97
14774756,41.89798,-87.67878,3,1.0,169.0,2,1125,29,71,22,98.0,38.0,29.0,0.0,1.0,18.33
14801668,41.89939,-87.63653000000002,6,1.0,500.0,1,1125,0,115,43,203.0,63.0,64.0,2.0,3.0,5.07
14805060,41.88531,-87.77468,2,3.0,35.0,1,1125,22,5,4,1.0,2.0,0.0,0.0,3.0,4.75
14805972,41.83258,-87.67673,2,1.0,69.0,3,1125,3,112,19,5.0,1.0,1.0,0.0,2.0,7.57
14806237,41.92783,-87.64531,2,1.0,75.0,3,9,29,63,3,100.0,46.0,32.0,2.0,3.0,13.28
14806923,41.88094,-87.67837,6,2.0,149.0,2,90,27,201,56,11.0,8.0,6.0,0.0,3.0,12.09
14807315,41.94576,-87.67785,4,1.0,99.0,2,1125,27,17,9,34.0,30.0,13.0,0.0,3.0,4.65
