id,latitude,longitude,accommodates,bathrooms,price,minimum_nights,maximum_nights,availability_30,number_of_reviews,number_of_reviews_ltm,restaurants,bars,cafes,universities,cta,time_to_cta_minutes
33163419,41.89498,-87.65436,7,2.5,399.0,3,1125,30,20,20,69.0,22.0,12.0,0.0,2.0,2.44
33163853,41.89635,-87.6538,7,2.5,399.0,3,1125,30,21,21,43.0,17.0,10.0,0.0,2.0,1.55
33163954,41.89563,-87.65235,5,2.0,249.0,3,1125,30,20,20,54.0,19.0,13.0,0.0,2.0,3.68
33164050,41.89566,-87.65235,5,2.0,299.0,3,1125,30,24,24,49.0,19.0,13.0,0.0,2.0,3.68
33164221,41.89651,-87.65395,5,2.0,249.0,3,1125,30,20,20,43.0,17.0,10.0,0.0,2.0,1.41
33164373,41.89496,-87.65241,5,2.0,249.0,3,1125,30,27,27,63.0,22.0,14.0,0.0,2.0,4.22
33167071,41.8895,-87.64655,2,1.0,157.0,31,1125,30,1,1,199.0,53.0,48.0,0.0,4.0,6.22
33167326,41.88983,-87.647,2,1.0,157.0,31,1125,30,0,0,193.0,53.0,47.0,0.0,4.0,2.03
33167637,41.92308,-87.64141,7,2.5,225.0,5,365,0,0,0,81.0,41.0,24.0,1.0,2.0,14.01
33167848,41.87857,-87.65136,2,1.0,10.0,1,31,30,62,59,169.0,32.0,37.0,1.0,4.0,7.6
33169267,41.87685,-87.64099,3,1.0,10.0,1,31,5,75,70,177.0,39.0,68.0,1.0,11.0,1.7
33169538,41.83254,-87.66741999999998,4,1.0,99.0,1,1125,22,52,48,4.0,3.0,3.0,0.0,1.0,11.79
33170424,41.89759,-87.62939,2,1.0,60.0,31,1123,0,0,0,274.0,93.0,102.0,4.0,4.0,2.19
33171060,41.8899,-87.63422,3,1.0,240.0,2,1125,22,41,41,359.0,104.0,114.0,4.0,10.0,1.78
33185116,41.88673,-87.65139,12,2.0,299.0,2,1124,21,50,49,182.0,42.0,36.0,0.0,3.0,2.76
33186836,41.88607,-87.65092,24,4.0,599.0,2,1124,21,18,18,185.0,43.0,39.0,0.0,3.0,1.38
33186928,41.892,-87.6155,6,2.0,299.0,3,1125,30,23,23,141.0,45.0,83.0,4.0,1.0,23.34
33187213,41.8998,-87.6574,9,1.0,249.0,1,1125,29,21,21,52.0,17.0,16.0,0.0,3.0,6.61
33187331,41.99711,-87.67461999999998,4,1.0,55.0,2,1125,29,24,20,13.0,4.0,5.0,0.0,0.0,19.88
33187942,41.89147,-87.61686999999998,6,2.0,299.0,3,1125,30,27,27,179.0,60.0,94.0,4.0,5.0,11.66
33188712,41.77251,-87.58454,14,2.0,225.0,2,22,27,30,28,4.0,1.0,2.0,0.0,0.0,34.71
33190303,41.89153,-87.61658,6,2.0,299.0,3,1125,30,23,23,177.0,55.0,93.0,4.0,5.0,11.95
33190392,41.89021,-87.61544,8,2.0,299.0,3,1125,27,44,44,144.0,42.0,81.0,4.0,1.0,21.05
33192745,41.91199,-87.67803,4,1.0,86.0,2,28,0,29,28,132.0,38.0,35.0,0.0,3.0,3.02
33196176,41.8792,-87.69367,4,3.5,200.0,3,28,29,15,14,7.0,0.0,0.0,0.0,2.0,10.06
33200855,41.8823,-87.63316999999998,6,2.0,212.0,32,1125,30,0,0,268.0,81.0,99.0,5.0,16.0,2.28
33219098,41.90824,-87.6749,6,1.0,75.0,1,90,0,64,56,127.0,36.0,34.0,0.0,2.0,2.98
33223450,41.88101,-87.65303,4,2.0,121.0,1,1125,0,3,2,159.0,30.0,31.0,0.0,4.0,7.27
33228736,41.89408,-87.66688,10,2.5,199.0,1,1125,0,39,38,73.0,27.0,18.0,0.0,2.0,13.96
33245355,41.79828,-87.58839,6,2.0,150.0,2,1125,29,6,6,40.0,6.0,11.0,3.0,0.0,39.36
33249303,41.85558,-87.67948,12,2.0,78.0,2,30,13,69,65,14.0,4.0,5.0,0.0,3.0,4.44
33252739,41.89103,-87.61908000000003,8,2.0,600.0,55,1125,30,0,0,220.0,68.0,102.0,4.0,7.0,12.81
33263240,41.9332,-87.64288,2,1.0,86.0,2,8,0,25,23,103.0,46.0,33.0,2.0,4.0,13.82
33269318,41.80725,-87.62364000000002,2,1.0,47.0,2,1125,0,25,18,3.0,1.0,2.0,0.0,2.0,8.53
33272057,41.80639,-87.62434,2,1.0,47.0,2,1125,0,8,4,3.0,1.0,2.0,0.0,2.0,10.48
33274194,41.90486,-87.68838000000002,2,2.0,50.0,1,1125,0,16,16,80.0,26.0,21.0,0.0,1.0,17.37
33275419,41.96965,-87.67058,6,2.0,170.0,2,1125,30,83,81,56.0,21.0,18.0,0.0,4.0,12.92
33277242,41.83334,-87.64978,7,1.0,110.0,2,29,28,54,54,8.0,8.0,4.0,0.0,0.0,23.23
33287500,41.89274,-87.646,4,1.0,200.0,2,1125,29,30,28,175.0,50.0,40.0,0.0,5.0,5.54
33305683,41.91951,-87.6945,4,1.0,49.0,2,30,0,42,37,73.0,32.0,20.0,0.0,2.0,4.77
33310984,41.77507,-87.62462,2,1.0,165.0,2,1125,30,13,12,1.0,0.0,1.0,0.0,3.0,11.2
33314003,41.90765,-87.67475999999998,4,1.0,99.0,3,8,0,13,13,129.0,37.0,37.0,0.0,2.0,3.6
33320826,41.86239000000001,-87.62655,5,1.0,225.0,2,1125,27,56,46,35.0,15.0,14.0,0.0,2.0,10.0
33331926,41.90128,-87.65925,9,1.0,249.0,1,1125,21,27,27,53.0,18.0,19.0,0.0,2.0,8.91
33335541,41.89965,-87.6574,12,2.5,399.0,2,1125,30,33,33,52.0,16.0,16.0,0.0,3.0,6.14
33340389,41.92303,-87.67366,1,1.0,120.0,1,2,30,1,1,35.0,26.0,14.0,0.0,,
33341071,41.87018,-87.68409,5,1.0,55.0,1,1125,0,7,7,5.0,2.0,2.0,0.0,2.0,12.24
33343228,41.91066,-87.69552,3,1.0,99.0,1,365,30,54,51,51.0,10.0,11.0,0.0,1.0,16.13
33358079,41.74542,-87.61527,6,1.0,92.0,2,1125,0,11,11,3.0,2.0,1.0,0.0,1.0,15.24
33361252,41.89734,-87.62634,5,2.0,299.0,3,1125,30,21,21,280.0,96.0,104.0,4.0,4.0,2.94
33361346,41.89543,-87.62651,5,2.0,299.0,3,1125,30,36,36,304.0,103.0,111.0,4.0,4.0,3.12
33361445,41.89545,-87.62675,5,2.0,299.0,3,1125,30,26,26,304.0,103.0,111.0,4.0,4.0,3.1
33361625,41.89615,-87.62598,5,2.0,299.0,3,1125,30,23,23,292.0,102.0,108.0,4.0,4.0,2.98
33361702,41.89762,-87.62465,5,2.0,299.0,3,1125,27,22,22,259.0,92.0,100.0,4.0,4.0,5.41
33363106,41.93924000000001,-87.64225,16,2.0,150.0,1,60,30,17,17,96.0,47.0,26.0,0.0,4.0,11.84
33364230,41.9212,-87.68545,3,1.0,58.0,3,1125,28,51,46,59.0,30.0,16.0,0.0,2.0,9.86
33364232,41.90089,-87.65827,16,4.5,799.0,1,1125,21,8,8,48.0,15.0,16.0,0.0,2.0,8.82
33376773,41.91985,-87.71307,4,1.0,177.0,2,29,30,45,45,49.0,18.0,8.0,0.0,0.0,18.21
33399794,41.90431,-87.63119,3,1.0,109.0,1,1125,0,26,24,122.0,42.0,46.0,2.0,3.0,0.59
33405493,41.89735,-87.66149,2,1.0,62.0,2,1125,18,34,33,66.0,25.0,19.0,0.0,2.0,7.44
33406002,41.78154,-87.61595,2,1.0,64.0,1,30,0,2,1,3.0,0.0,1.0,0.0,2.0,1.71
33409131,41.87733,-87.70232,4,2.0,70.0,2,1125,0,2,2,3.0,1.0,1.0,0.0,3.0,9.84
33421261,41.87076,-87.63368,5,2.0,279.0,3,1125,30,24,24,65.0,25.0,39.0,3.0,9.0,10.61
33421356,41.87046,-87.63414,5,2.0,279.0,3,1125,30,28,28,65.0,24.0,34.0,3.0,8.0,11.38
33421720,41.89574,-87.62779,5,2.0,229.0,3,1124,26,33,29,296.0,102.0,107.0,4.0,4.0,1.67
33421993,41.94159000000001,-87.66779,8,2.0,180.0,2,1125,0,3,2,51.0,38.0,17.0,0.0,3.0,5.45
33422915,41.93476,-87.72541,2,1.0,59.0,3,10,29,19,15,15.0,14.0,4.0,0.0,,
33432909,41.85587,-87.67585,3,1.0,80.0,2,1125,2,12,10,18.0,4.0,5.0,0.0,3.0,2.77
33433153,41.9579,-87.64816,6,1.5,148.0,2,29,29,31,31,15.0,13.0,10.0,0.0,2.0,11.95
33438071,41.85328,-87.69721,4,1.0,64.0,2,1125,0,21,21,6.0,1.0,1.0,0.0,2.0,3.63
33445120,41.8504,-87.68285,2,1.0,26.0,6,1124,0,0,0,11.0,3.0,1.0,0.0,3.0,9.82
33446736,41.9039,-87.6649,4,1.5,121.0,2,5,0,4,2,105.0,32.0,28.0,0.0,2.0,2.82
33449557,41.86937,-87.63175,4,1.0,149.0,2,28,30,25,25,51.0,21.0,30.0,3.0,7.0,6.17
33449563,41.87,-87.63148000000002,4,1.0,149.0,2,28,28,24,24,54.0,25.0,32.0,3.0,8.0,11.62
33453179,41.88664,-87.72199,10,1.0,145.0,1,7,22,40,40,1.0,1.0,1.0,0.0,2.0,6.5
33455205,41.82059,-87.70387,6,1.0,175.0,1,1125,0,1,1,0.0,1.0,0.0,0.0,0.0,24.76
33466965,41.81969,-87.68566,8,2.0,100.0,2,1125,30,24,22,2.0,2.0,0.0,0.0,0.0,19.78
33470536,41.9961,-87.65794,3,1.0,55.0,30,300,9,2,2,22.0,9.0,15.0,0.0,3.0,4.62
33471059,41.8873,-87.61801,4,1.0,139.0,32,1125,30,1,1,202.0,60.0,90.0,2.0,7.0,12.92
33471085,41.92854000000001,-87.66789,4,1.0,115.0,120,1125,22,7,7,40.0,28.0,14.0,0.0,0.0,19.96
33491833,41.92491,-87.70362,5,1.0,69.0,4,1125,30,42,41,106.0,38.0,21.0,0.0,2.0,9.67
33493698,41.94577,-87.65155,2,1.0,80.0,1,5,0,21,18,89.0,69.0,25.0,0.0,4.0,4.3
33496291,41.91735,-87.64922,2,1.0,150.0,2,1125,30,2,2,85.0,30.0,19.0,2.0,4.0,6.12
33497544,41.9146,-87.69779,5,1.0,229.0,1,1125,0,30,30,56.0,12.0,10.0,0.0,2.0,12.33
33497677,41.93071,-87.69374,9,2.5,280.0,2,30,0,59,58,62.0,35.0,15.0,0.0,1.0,14.25
33498221,41.87501,-87.74732,1,1.0,55.0,2,7,30,0,0,1.0,1.0,0.0,0.0,1.0,7.09
33501623,41.84382,-87.63741999999998,6,1.0,128.0,1,1125,30,35,35,24.0,6.0,6.0,1.0,2.0,15.55
33501871,41.77948,-87.73695,4,1.0,58.0,2,28,1,54,54,11.0,2.0,6.0,0.0,1.0,11.34
33508586,41.91353,-87.68263,2,1.0,147.0,4,1125,0,3,3,98.0,36.0,22.0,0.0,2.0,7.3
33520562,42.01957,-87.66426,6,2.0,205.0,1,100,21,31,28,7.0,2.0,2.0,0.0,2.0,9.2
33527045,41.8506,-87.63368,16,2.0,405.0,1,365,29,31,31,35.0,12.0,10.0,0.0,2.0,7.88
33529332,41.8534,-87.6228,5,1.0,115.0,2,1125,30,58,57,32.0,14.0,12.0,0.0,2.0,6.1
33534785,41.88306,-87.62576999999997,8,2.0,280.0,1,1125,28,77,70,254.0,77.0,96.0,5.0,16.0,0.54
33534826,41.85643,-87.63398000000002,9,2.0,220.0,1,365,28,14,14,42.0,18.0,11.0,0.0,2.0,7.92
33552539,41.82104,-87.68531999999998,2,2.0,69.0,2,1125,0,0,0,2.0,2.0,0.0,0.0,1.0,18.05
33553909,41.99016,-87.65656,2,1.0,89.0,1,21,30,53,53,16.0,7.0,13.0,0.0,3.0,2.61
33556246,41.90859,-87.68217,6,1.0,125.0,3,1125,29,20,20,121.0,36.0,31.0,0.0,2.0,6.37
33559534,41.96205,-87.7228,2,1.0,60.0,1,1125,0,34,32,10.0,8.0,6.0,0.0,2.0,17.57
33563565,41.87074000000001,-87.64253000000002,2,1.0,65.0,1,1125,20,16,16,53.0,13.0,24.0,1.0,5.0,10.95
33572589,41.98034000000001,-87.79122,2,1.0,78.0,1,28,0,28,28,2.0,1.0,0.0,0.0,0.0,26.52
33577754,41.9433,-87.64832,2,1.0,85.0,1,5,0,23,23,102.0,70.0,25.0,0.0,3.0,9.79
33578584,41.79375,-87.79026999999998,6,1.0,99.0,1,1125,30,15,14,3.0,2.0,1.0,0.0,,
33581031,41.75421,-87.5741,2,1.0,49.0,1,1125,0,15,14,2.0,0.0,1.0,0.0,,
33593525,41.85718,-87.63306999999998,9,2.0,220.0,1,365,26,26,25,39.0,20.0,12.0,0.0,2.0,9.21
33593941,41.85674,-87.63316,9,2.0,220.0,1,365,24,40,40,38.0,20.0,11.0,0.0,2.0,7.52
33594118,41.85818,-87.63344000000002,9,2.0,220.0,1,365,28,29,29,35.0,19.0,11.0,0.0,2.0,10.88
33594246,41.8568,-87.63242,9,2.0,220.0,1,365,24,30,30,38.0,21.0,11.0,0.0,2.0,7.18
33594327,41.85858,-87.63316,9,2.0,221.0,1,365,28,35,34,37.0,19.0,13.0,0.0,3.0,10.01
33613309,41.88565,-87.61109,4,1.0,199.0,1,7,29,1,1,47.0,22.0,25.0,0.0,0.0,22.22
33615334,41.8573,-87.66563000000002,6,1.0,115.0,2,1125,0,41,41,23.0,6.0,11.0,0.0,2.0,5.41
33616352,41.93264,-87.64611,4,1.0,399.0,28,1125,17,2,2,107.0,54.0,35.0,2.0,4.0,9.91
33617125,41.88382,-87.63385,5,2.0,199.0,25,1125,30,1,1,307.0,91.0,107.0,5.0,16.0,1.85
33617583,41.88349,-87.63516,5,2.0,150.0,15,1125,30,1,1,302.0,93.0,104.0,5.0,16.0,2.6
33618104,41.94476,-87.65347,2,1.0,99.0,1,1125,0,15,15,113.0,74.0,32.0,0.0,4.0,4.99
33634931,41.90933,-87.71379,5,2.0,153.0,14,90,30,2,2,19.0,8.0,1.0,0.0,0.0,33.37
33636138,41.85694,-87.67701,5,1.0,89.0,1,90,19,93,90,13.0,4.0,5.0,0.0,3.0,5.98
33640848,41.94692,-87.64386,4,1.0,118.0,2,365,5,20,19,71.0,50.0,18.0,0.0,3.0,13.84
33645248,41.76458,-87.57169,6,1.0,40.0,1,1125,0,15,15,11.0,2.0,2.0,0.0,,
33657338,41.91115,-87.77915,3,1.0,71.0,1,24,30,29,29,0.0,0.0,0.0,0.0,,
33662870,41.81106,-87.61366,2,1.0,60.0,2,1125,29,4,4,2.0,2.0,4.0,0.0,3.0,8.86
33663314,41.81055,-87.61388000000002,2,1.0,90.0,2,1125,28,3,3,3.0,2.0,4.0,0.0,3.0,9.53
33663558,41.81081,-87.61265,2,1.0,80.0,2,1125,29,2,2,3.0,2.0,4.0,0.0,3.0,10.36
33667922,41.85193,-87.63216,14,2.0,370.0,1,365,28,10,10,36.0,14.0,11.0,0.0,2.0,3.12
33682074,41.92992,-87.70801,8,1.0,250.0,1,1125,29,12,12,84.0,39.0,17.0,0.0,3.0,0.68
33682173,41.88252,-87.68061999999998,2,1.0,60.0,1,364,29,53,53,14.0,7.0,4.0,0.0,2.0,16.86
33685884,41.9819,-87.81694,2,1.0,40.0,2,30,0,5,5,3.0,0.0,1.0,0.0,1.0,12.35
33689221,41.92539,-87.71613,6,1.0,125.0,1,1125,30,95,95,68.0,23.0,9.0,0.0,1.0,14.22
33691801,41.89999,-87.67763000000002,1,1.0,50.0,20,1125,29,0,0,109.0,36.0,31.0,0.0,1.0,14.79
33708987,41.89154,-87.67685999999998,12,2.0,600.0,1,27,30,31,31,50.0,28.0,13.0,0.0,1.0,18.61
33711005,41.77251,-87.58235,16,6.0,570.0,2,22,26,0,0,4.0,1.0,1.0,0.0,0.0,36.49
33717254,41.90572,-87.6631,2,1.0,58.0,2,14,0,51,51,66.0,22.0,21.0,0.0,1.0,7.39
33719692,41.72948,-87.57719,1,4.0,20.0,1,99,20,16,15,3.0,1.0,0.0,0.0,,
33724609,41.84547,-87.63426,11,1.5,369.0,1,365,28,24,24,34.0,12.0,7.0,0.0,2.0,15.45
33725012,41.86316,-87.63750999999998,3,1.0,19.0,3,1125,8,8,8,39.0,9.0,15.0,0.0,1.0,20.15
33740081,41.85202,-87.63404,1,2.0,30.0,1,1125,29,37,35,35.0,13.0,11.0,0.0,2.0,4.81
33740724,41.85212,-87.63278000000003,5,1.0,130.0,1,1125,30,36,36,36.0,13.0,11.0,0.0,2.0,3.55
33743562,41.85317,-87.66872,4,1.0,59.0,7,1125,5,47,47,21.0,7.0,9.0,0.0,2.0,6.79
33749042,41.72171,-87.59472,8,2.0,160.0,2,1125,30,22,21,,,,,0.0,32.93
33749416,41.93207,-87.7917,2,1.0,89.0,2,1125,28,14,14,3.0,3.0,2.0,0.0,,
33753806,41.86653,-87.65483,4,1.0,99.0,1,1125,30,23,23,50.0,13.0,16.0,1.0,1.0,17.92
33755589,41.86674,-87.65628000000002,8,1.0,180.0,1,1125,30,8,8,48.0,13.0,16.0,1.0,1.0,17.81
33768228,41.91531,-87.75613,4,1.0,86.0,2,1125,14,14,14,1.0,1.0,1.0,0.0,,
33777781,41.88366,-87.63386,4,1.0,150.0,30,1125,30,2,2,302.0,91.0,105.0,5.0,16.0,1.6
33781545,41.93262,-87.77618000000002,2,1.0,40.0,1,1125,29,0,0,3.0,2.0,3.0,0.0,,
33782440,41.90327,-87.68712,6,1.0,64.0,28,365,2,60,58,95.0,35.0,26.0,0.0,1.0,18.24
33783280,41.95638,-87.70835,2,2.0,75.0,2,90,0,22,22,15.0,16.0,4.0,0.0,1.0,25.75
33788937,41.89746,-87.63085,2,1.0,122.0,30,1125,1,0,0,277.0,93.0,100.0,4.0,4.0,5.12
33795455,41.88557,-87.63474000000002,2,1.0,122.0,30,1125,8,0,0,343.0,105.0,120.0,3.0,15.0,2.55
33800408,41.94754,-87.65427,5,2.0,149.0,1,365,30,54,54,96.0,67.0,24.0,0.0,4.0,0.88
33801711,41.94661,-87.65455,5,1.0,149.0,1,365,30,40,40,99.0,69.0,28.0,0.0,4.0,2.27
33802727,41.85672,-87.66768,2,1.0,115.0,2,1125,30,8,7,22.0,7.0,10.0,0.0,2.0,2.67
33804619,41.90426,-87.67034,4,1.0,123.0,1,1125,30,37,36,142.0,43.0,38.0,0.0,2.0,4.82
33810223,41.93726,-87.67425,2,1.5,75.0,1,10,29,10,10,43.0,22.0,11.0,0.0,2.0,12.29
33810838,41.8403,-87.65903,4,1.0,128.0,2,1125,2,19,19,3.0,3.0,2.0,0.0,2.0,11.05
33812313,41.88995,-87.63378,2,1.0,175.0,2,4,16,0,0,357.0,105.0,116.0,4.0,10.0,1.69
33820435,41.95342,-87.72044,2,3.0,79.0,1,29,0,15,15,16.0,10.0,4.0,0.0,2.0,10.62
33821458,41.83986,-87.65892,6,1.0,188.0,2,1125,29,3,3,3.0,3.0,3.0,0.0,2.0,13.42
33834132,41.92692,-87.6953,6,1.0,750.0,2,1125,30,0,0,80.0,37.0,19.0,0.0,1.0,8.54
33835641,42.0024,-87.67015,4,1.0,80.0,5,1125,30,1,1,38.0,16.0,15.0,0.0,3.0,9.87
33845847,41.83388,-87.65146999999997,3,1.0,83.0,2,1125,30,4,4,8.0,8.0,4.0,0.0,0.0,22.99
33855764,41.92729,-87.66743000000002,9,1.0,300.0,1,28,20,17,17,37.0,27.0,14.0,0.0,0.0,18.17
33870168,41.92579,-87.65930999999998,2,1.0,120.0,1,1125,29,26,26,84.0,47.0,22.0,2.0,3.0,7.0
33872370,41.89769,-87.63174000000002,4,1.0,146.0,30,1125,30,2,2,270.0,91.0,100.0,4.0,4.0,5.83
33876163,42.01687,-87.6665,4,1.0,85.0,1,1125,20,35,35,17.0,7.0,4.0,0.0,3.0,3.52
33877058,41.92165,-87.80128,3,1.0,38.0,1,28,29,18,18,3.0,3.0,1.0,0.0,,
33878204,41.90089,-87.6682,4,1.0,104.0,2,1125,0,1,1,110.0,32.0,29.0,0.0,2.0,4.17
33879930,41.85383,-87.62411999999998,2,1.0,116.0,1,1125,6,48,48,36.0,15.0,12.0,0.0,2.0,4.71
33889505,41.88302,-87.63417,2,1.0,85.0,30,1125,30,1,1,294.0,83.0,100.0,5.0,17.0,0.64
33899292,41.92381,-87.67851,11,2.5,250.0,1,27,21,49,49,44.0,25.0,15.0,0.0,1.0,21.29
33906520,41.89965,-87.697,2,1.0,93.0,1,1125,0,9,9,24.0,15.0,8.0,0.0,0.0,30.63
33913186,41.85348,-87.67118,4,1.0,59.0,4,1125,17,37,37,18.0,5.0,8.0,0.0,2.0,6.79
33914860,41.93132,-87.71351,2,1.0,35.0,5,1125,0,6,5,65.0,31.0,13.0,0.0,2.0,8.07
33928572,41.88433,-87.62876,2,1.0,158.0,30,1125,16,1,1,302.0,97.0,117.0,5.0,15.0,2.11
33928624,41.8989,-87.62796999999998,2,1.0,113.0,30,1125,0,0,0,242.0,80.0,92.0,3.0,3.0,3.0
33932480,41.88219,-87.64244000000002,6,1.0,150.0,1,150,28,38,38,256.0,68.0,68.0,1.0,10.0,5.61
33937582,41.94015,-87.64779,4,1.0,175.0,2,28,24,43,43,116.0,78.0,33.0,0.0,4.0,5.36
33938341,41.87469,-87.74821999999998,6,1.0,149.0,1,1125,22,23,23,2.0,1.0,0.0,0.0,1.0,6.17
33938464,41.89061,-87.66875999999998,6,1.0,125.0,2,30,30,21,21,64.0,26.0,11.0,0.0,1.0,10.72
33940898,41.91766,-87.70324000000002,6,3.5,500.0,2,17,0,3,3,63.0,29.0,14.0,0.0,1.0,12.68
33942774,41.92886,-87.6971,2,1.0,99.0,1,7,28,34,34,75.0,38.0,17.0,0.0,2.0,11.63
33948525,41.84408,-87.63372,14,2.0,369.0,1,365,28,4,4,23.0,8.0,6.0,1.0,1.0,20.31
33948713,41.84372000000001,-87.63517,13,4.0,405.0,1,365,28,9,9,25.0,8.0,8.0,1.0,1.0,23.81
33948840,41.84366,-87.63292,13,4.0,369.0,1,365,0,0,0,23.0,9.0,7.0,1.0,0.0,16.08
33950805,41.81735,-87.62212,8,2.0,300.0,2,28,0,13,13,2.0,1.0,4.0,0.0,3.0,6.7
33964572,41.85968,-87.65854,10,2.5,600.0,2,1125,0,10,10,30.0,9.0,13.0,0.0,1.0,12.71
33970550,41.89383,-87.63083,2,1.0,77.0,1,1125,0,0,0,330.0,104.0,110.0,5.0,7.0,6.16
33984748,41.90001,-87.67253000000002,5,1.0,99.0,1,1125,22,35,35,112.0,34.0,32.0,0.0,1.0,9.47
33993860,41.91338,-87.64961,4,1.0,199.0,2,1125,23,59,59,67.0,22.0,14.0,0.0,3.0,3.73
33998121,41.94282000000001,-87.6517,5,1.0,350.0,3,1125,30,2,2,117.0,77.0,26.0,0.0,4.0,5.32
34011887,41.80888,-87.60921,2,1.0,53.0,1,1125,30,6,6,3.0,2.0,4.0,0.0,3.0,15.31
34013720,41.8091,-87.60710999999998,2,1.0,53.0,1,1125,30,4,4,0.0,2.0,4.0,0.0,3.0,18.0
34013879,41.9436,-87.73199,1,1.0,450.0,31,1125,15,1,1,11.0,12.0,3.0,0.0,1.0,18.43
34014344,41.80946,-87.60857,2,1.0,53.0,1,1125,0,4,4,3.0,2.0,4.0,0.0,3.0,16.53
34025572,41.88693,-87.62517,4,1.0,146.0,32,1125,30,0,0,330.0,96.0,125.0,3.0,12.0,4.15
34025714,41.88491,-87.62541999999998,5,2.0,195.0,32,1125,30,1,1,302.0,96.0,117.0,5.0,14.0,3.32
34025931,41.88654,-87.62562,4,1.0,144.0,32,1125,30,0,0,330.0,100.0,129.0,4.0,12.0,3.63
34035822,41.89924,-87.68861,5,1.0,60.0,2,8,22,2,2,52.0,24.0,17.0,0.0,0.0,25.09
34037955,41.88528,-87.62562,4,1.0,117.0,7,1125,27,5,5,313.0,100.0,122.0,3.0,14.0,2.66
34043080,41.97707,-87.66303,8,2.0,164.0,3,1125,0,21,21,59.0,16.0,19.0,0.0,4.0,5.7
34044886,41.95698,-87.69861999999998,6,2.0,149.0,5,1125,9,31,31,15.0,15.0,3.0,0.0,0.0,15.75
34045211,41.93451,-87.77658000000002,2,1.0,40.0,1,1125,30,7,7,3.0,2.0,3.0,0.0,,
34045463,41.6892,-87.60812,1,1.5,20.0,15,120,7,3,3,1.0,0.0,2.0,0.0,,
34080366,41.96488,-87.72279,4,2.0,150.0,1,1125,22,20,20,6.0,4.0,2.0,0.0,1.0,13.81
34081264,41.76246,-87.58595,1,1.0,29.0,1,1100,0,33,33,5.0,2.0,1.0,0.0,0.0,43.66
34086075,41.76145,-87.58636,1,1.0,29.0,1,1100,0,23,23,5.0,2.0,1.0,0.0,0.0,44.38
34088913,41.854,-87.67181,3,1.0,50.0,2,89,0,8,8,17.0,5.0,8.0,0.0,2.0,5.57
34094589,41.93165,-87.66493,2,1.0,85.0,1,30,30,54,54,52.0,37.0,16.0,1.0,4.0,15.01
34095049,41.92923,-87.67276,2,1.0,95.0,6,198,15,0,0,31.0,21.0,11.0,0.0,0.0,21.97
34105203,41.94513,-87.64231,2,1.0,120.0,2,7,27,10,10,64.0,41.0,19.0,0.0,3.0,16.76
34112042,41.85475,-87.62423000000003,4,1.0,119.0,14,1125,0,37,37,36.0,16.0,12.0,0.0,2.0,5.14
34113856,41.8549,-87.62559,10,2.0,168.0,2,1125,30,47,47,36.0,16.0,12.0,0.0,2.0,3.68
34115512,41.90891,-87.71069,4,1.0,104.0,1,1125,22,17,17,23.0,8.0,2.0,0.0,0.0,30.91
34119536,41.86125,-87.66325,8,1.0,135.0,2,28,0,32,32,41.0,12.0,21.0,1.0,1.0,10.8
34121212,41.92654,-87.70125,5,1.5,135.0,1,1125,8,21,21,91.0,35.0,20.0,0.0,2.0,8.67
34121529,41.87109,-87.62805999999998,2,1.0,82.0,2,1125,0,40,40,65.0,24.0,40.0,3.0,8.0,6.14
34121753,41.87013,-87.62788,2,1.0,82.0,2,1125,28,49,49,48.0,25.0,31.0,3.0,7.0,6.59
34122651,41.87706,-87.67873,6,2.0,88.0,4,1125,0,21,21,10.0,4.0,3.0,1.0,3.0,8.62
34123432,41.92289,-87.64227,3,1.0,120.0,1,1125,7,48,48,87.0,41.0,27.0,1.0,2.0,13.43
34123559,41.88624,-87.64663,4,2.0,204.0,31,1124,0,0,0,213.0,58.0,56.0,0.0,3.0,7.09
34123997,41.89086,-87.62210999999998,2,1.0,180.0,31,1111,30,0,0,281.0,88.0,114.0,5.0,9.0,9.0
34137266,41.76307,-87.57319,1,1.0,20.0,1,1125,0,9,9,10.0,2.0,2.0,0.0,,
34139061,41.89862,-87.62138,2,1.0,150.0,5,1124,30,0,0,212.0,69.0,85.0,3.0,3.0,8.85
34143083,41.98497,-87.77359,4,1.0,34.0,1,7,30,20,20,7.0,5.0,1.0,0.0,,
34144699,41.7504,-87.61659,4,1.0,75.0,2,30,25,19,19,5.0,4.0,1.0,0.0,1.0,10.8
34145873,41.90551,-87.68839,6,1.0,65.0,4,1125,30,32,32,75.0,24.0,22.0,0.0,1.0,16.43
34147220,41.9533,-87.66716,15,2.0,242.0,2,1125,29,24,24,37.0,40.0,14.0,0.0,4.0,10.96
34147289,41.78717,-87.61524,7,2.0,123.0,3,1125,0,23,23,2.0,1.0,4.0,0.0,3.0,11.35
34147466,41.75101,-87.61816,4,1.0,76.0,2,30,17,25,25,5.0,2.0,1.0,0.0,1.0,10.03
34155756,41.93183,-87.66506,2,1.0,90.0,1,35,27,57,57,52.0,37.0,16.0,1.0,3.0,15.82
34170284,41.89522,-87.64079,6,2.0,235.0,30,365,29,0,0,191.0,71.0,36.0,1.0,4.0,6.37
34173702,41.96622,-87.70754000000002,5,1.0,115.0,1,30,0,99,99,9.0,7.0,5.0,0.0,3.0,3.23
34177405,41.91924,-87.70598000000003,2,1.0,48.0,2,60,22,1,1,72.0,31.0,17.0,0.0,1.0,12.01
