id,host_listings_count,latitude,longitude,accommodates,bathrooms,price,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,maximum_minimum_nights,minimum_maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm
2612989,4,41.96089,-87.67981,4,1.0,150.0,150.0,25.0,10.0,2,40,2,40,30,365,23,0
2614364,1,41.94467,-87.65856,10,1.0,500.0,500.0,70.0,40.0,2,1125,2,1125,29,355,63,2
2619937,2,41.98681,-87.69806,5,2.0,130.0,200.0,100.0,15.0,1,31,1,1125,12,72,7,0
2658946,7,41.91755,-87.63592,8,2.0,95.0,0.0,55.0,10.0,1,120,4,1125,22,211,459,84
2659670,5,41.96821,-87.65626,16,2.5,700.0,0.0,175.0,50.0,1,1125,1,1125,30,338,123,22
2661465,81,41.88618,-87.61888,2,1.0,150.0,0.0,80.0,0.0,31,365,31,365,30,365,25,0
2671680,1,41.98705,-87.66228000000002,2,1.5,85.0,300.0,40.0,15.0,3,30,3,1125,30,331,82,12
2679456,81,41.85211,-87.6216,4,2.0,200.0,0.0,100.0,0.0,90,368,90,368,30,365,6,0
2688739,3,41.86759,-87.68204,2,1.0,87.0,500.0,15.0,9.0,1,1125,1,1125,30,327,31,0
2693387,1,41.91432,-87.6737,10,2.0,99.0,200.0,100.0,30.0,1,29,3,29,7,63,96,31
2695259,1,41.93227,-87.64879,4,1.0,159.0,1000.0,89.0,25.0,1,1125,2,1125,29,106,105,51
2715815,81,41.85445,-87.62432,4,1.0,130.0,0.0,0.0,0.0,31,1125,60,1125,0,258,14,0
2730613,2,41.68612,-87.67735,4,1.0,79.0,500.0,29.0,10.0,2,1000,2,1000,30,180,133,10
2731202,2,41.68582,-87.68066999999998,4,1.0,76.0,500.0,29.0,20.0,2,1125,2,1125,22,355,139,25
2764548,1,42.00598,-87.67211,2,1.0,78.0,150.0,0.0,0.0,2,1125,2,1125,21,316,146,19
2782345,1,41.92985,-87.64353,2,1.0,124.0,0.0,35.0,0.0,3,1125,3,1125,30,355,74,12
2817608,8,41.94278,-87.67220999999998,4,2.0,289.0,1000.0,50.0,15.0,3,1125,3,1125,30,365,13,1
2819982,81,41.85235,-87.6216,4,2.0,250.0,0.0,120.0,0.0,60,1125,60,1125,29,364,8,0
2824585,6,41.94435,-87.79969,2,1.0,39.0,0.0,20.0,0.0,2,1125,2,1125,29,363,14,0
2832376,81,41.85441,-87.62151,4,1.0,129.0,0.0,80.0,0.0,31,1125,45,1125,30,365,7,0
2836339,81,41.89098,-87.62238,2,1.0,258.0,0.0,80.0,0.0,32,365,32,365,16,274,5,0
2837146,2,41.94795,-87.68314000000002,9,1.0,128.0,0.0,75.0,25.0,2,29,2,1125,30,182,163,16
2844042,6,41.89425,-87.68468,3,1.0,99.0,0.0,200.0,25.0,28,1125,28,1125,1,208,147,5
2874467,4,41.82872,-87.60826,3,1.5,50.0,200.0,25.0,25.0,1,1125,1,1125,23,351,194,13
2874486,2,41.90243,-87.67028,5,2.0,210.0,250.0,75.0,0.0,2,1125,3,1125,22,169,92,26
2875902,81,41.88766,-87.61754,5,2.0,220.0,0.0,120.0,0.0,32,1113,32,1113,30,365,5,0
2879976,2,41.93758,-87.7124,2,1.0,75.0,95.0,25.0,30.0,1,1124,2,1125,30,334,249,32
2907112,2,41.88523,-87.65195,2,1.0,130.0,150.0,80.0,0.0,4,1125,4,1125,8,330,57,7
2907500,3,41.78355,-87.72894000000002,2,1.0,34.0,0.0,8.0,0.0,1,1125,1,1125,0,173,303,0
2934604,1,41.9044,-87.67145,2,1.0,110.0,0.0,20.0,0.0,1,1125,3,1125,27,168,267,37
2979322,1,41.92049,-87.65789000000002,2,1.0,200.0,0.0,0.0,0.0,28,90,28,90,29,258,6,2
2989466,2,41.79748,-87.59078000000002,5,1.0,115.0,0.0,65.0,20.0,2,1125,2,1125,28,339,135,39
3031898,2,41.77293,-87.56951,2,2.0,70.0,100.0,50.0,0.0,32,1125,32,1125,30,365,245,26
3052275,3,41.90263,-87.64155,2,1.0,94.0,1000.0,35.0,10.0,1,1125,1,1125,0,0,71,2
3053081,2,41.91548,-87.67451,3,1.0,125.0,0.0,50.0,0.0,1,30,2,30,7,139,264,63
3061036,0,41.85298,-87.62761,3,1.0,85.0,0.0,0.0,12.0,1,18,1,1125,30,193,487,79
3068787,1,41.96315,-87.6804,4,2.0,150.0,0.0,75.0,0.0,3,1125,3,1125,0,265,95,9
3083343,6,41.91603,-87.67119,4,1.0,130.0,250.0,150.0,10.0,3,75,7,1125,24,54,73,13
3088192,1,41.93156,-87.71161,8,1.0,145.0,0.0,60.0,10.0,1,1125,1,1125,15,302,394,71
3094937,1,41.94425,-87.68670999999998,5,1.0,70.0,95.0,50.0,0.0,1,1125,1,1125,0,0,20,1
3105733,3,41.86823,-87.68483,2,1.0,97.0,500.0,15.0,9.0,1,1125,1,1125,0,173,24,1
3111197,1,42.00529,-87.67761,2,1.0,130.0,0.0,0.0,30.0,3,1125,3,1125,30,365,44,0
3138825,11,41.85683,-87.65249,12,1.0,69.0,0.0,19.0,19.0,1,1125,1,1125,30,171,431,70
3143254,4,41.82875,-87.60826,5,1.5,60.0,200.0,25.0,25.0,1,365,1,365,27,332,254,16
3151779,2,41.92476,-87.68564,1,1.0,40.0,0.0,30.0,0.0,1,100,1,100,30,365,17,1
3191655,1,41.96697,-87.70906,5,1.0,100.0,250.0,75.0,20.0,3,29,3,29,29,179,13,0
3217145,4,41.93493,-87.6462,2,1.0,179.0,0.0,0.0,10.0,1,1124,2,1124,29,364,242,3
3241929,1,41.90226,-87.6797,2,1.0,172.0,0.0,45.0,0.0,1,30,1,30,3,292,218,22
3267902,1,41.9895,-87.66685,4,1.0,85.0,150.0,45.0,15.0,2,1125,2,1125,24,331,267,48
3292054,7,41.94313,-87.65613,8,3.0,450.0,2000.0,100.0,60.0,3,1125,3,1125,15,345,141,14
3293564,7,41.94465,-87.65477,2,1.0,99.0,1000.0,35.0,0.0,2,1125,2,1125,9,272,50,8
3295017,7,41.94276,-87.65498000000002,2,1.0,99.0,1000.0,40.0,0.0,2,1125,2,1125,18,283,23,4
3298786,2,41.93625,-87.71245,2,1.0,75.0,150.0,25.0,30.0,1,1125,1,1125,30,362,78,15
3300206,1,41.90832,-87.69444,2,1.0,75.0,200.0,50.0,15.0,1,1125,1,1125,30,365,61,14
3302759,3,41.89885,-87.68007,12,2.0,299.0,350.0,160.0,0.0,2,365,2,1125,18,304,156,28
3303813,7,41.94279,-87.65548000000003,2,1.0,75.0,1000.0,35.0,0.0,2,1125,2,1125,9,274,81,18
3308694,2,41.8867,-87.64338000000002,5,1.0,299.0,500.0,120.0,0.0,2,30,2,30,29,348,38,13
3329088,1,41.88373,-87.70718000000002,4,2.0,85.0,500.0,35.0,65.0,2,93,2,1125,15,342,89,19
3351169,1,41.8611,-87.6278,1,1.0,45.0,0.0,50.0,50.0,1,5,1,5,29,89,133,1
3373118,2,41.90961,-87.69635,4,2.0,130.0,500.0,100.0,20.0,30,60,30,60,28,363,0,0
3376665,2,41.90968,-87.69768,2,1.0,90.0,0.0,30.0,20.0,2,7,2,7,30,365,63,9
3385966,2,41.93755,-87.66932,5,2.0,142.0,0.0,95.0,80.0,2,1125,2,1125,21,341,141,21
3394750,2,41.82583,-87.67534,3,1.0,95.0,100.0,50.0,15.0,1,30,1,30,16,345,87,27
3423436,2,41.94177,-87.65146999999997,1,1.0,70.0,0.0,0.0,0.0,2,1125,2,1125,24,84,0,0
3434136,2,41.9402,-87.65133,1,1.0,75.0,0.0,0.0,0.0,2,1125,2,1125,30,340,143,0
3453656,2,41.99993,-87.66844,2,1.0,45.0,150.0,75.0,15.0,10,90,10,1125,18,111,34,7
3488317,4,41.94328,-87.6487,7,1.0,375.0,1000.0,0.0,25.0,1,29,2,29,0,0,6,0
3497096,2,41.92709,-87.66337,2,1.0,59.0,0.0,0.0,20.0,32,1125,32,1125,8,271,15,1
3517984,1,41.7998,-87.59380999999998,2,1.0,75.0,0.0,0.0,0.0,1,1125,1,1125,27,344,307,73
3521727,1,41.94009000000001,-87.65697,4,2.0,230.0,0.0,40.0,40.0,30,180,30,180,0,0,9,0
3534562,1,41.92716,-87.65788,5,1.0,175.0,150.0,75.0,18.0,1,1125,1,1125,24,33,358,66
3562948,1,41.82616,-87.67481,6,1.0,112.0,200.0,100.0,15.0,4,30,4,30,0,0,114,30
3563297,2,41.90182,-87.68401999999998,2,1.0,55.0,95.0,12.0,12.0,2,6,2,6,0,0,175,16
3570616,4,41.9293,-87.72039000000002,3,1.0,95.0,0.0,200.0,30.0,31,1125,31,1125,22,203,140,1
3571862,81,41.88626,-87.61621,3,1.0,140.0,0.0,80.0,0.0,31,1124,31,1124,30,365,12,0
3576287,0,41.97329000000001,-87.65765999999998,2,1.0,65.0,0.0,30.0,15.0,1,30,1,30,0,208,2,2
3580497,16,41.89805,-87.62977,4,1.0,91.0,1000.0,100.0,0.0,31,1123,31,1123,0,272,86,3
3585870,1,41.92245,-87.70345,2,1.0,110.0,0.0,65.0,10.0,2,160,2,160,4,23,223,23
3590692,3,41.99041,-87.66022,1,1.0,64.0,0.0,55.0,25.0,20,365,20,1125,30,328,33,1
3627357,1,41.92529,-87.66642,2,1.0,199.0,0.0,60.0,0.0,2,1125,2,1125,30,360,66,2
3634631,3,42.00355,-87.6738,1,1.0,70.0,0.0,20.0,0.0,3,120,3,120,2,290,13,0
3638346,2,42.00565,-87.6633,2,1.0,99.0,0.0,35.0,15.0,2,7,2,1125,0,141,117,22
3638744,2,41.96024,-87.72159,4,1.0,67.0,100.0,100.0,30.0,3,1125,4,1125,0,0,26,7
3639045,1,41.99783,-87.67373,4,1.0,51.0,0.0,40.0,20.0,7,1125,7,1125,1,235,3,2
3666681,81,41.88975,-87.63425,2,1.0,200.0,0.0,100.0,0.0,30,1123,30,1123,30,365,14,4
3667996,18,41.80285,-87.60354,2,1.0,34.0,250.0,100.0,5.0,2,1125,2,1125,21,171,29,6
3676258,15,41.88665,-87.63292,6,2.0,249.0,0.0,100.0,0.0,30,1125,30,1125,30,90,2,0
3684028,1,41.9318,-87.65113000000002,3,1.0,150.0,200.0,45.0,25.0,2,1125,2,1125,0,5,64,5
3689246,1,41.89768,-87.6437,2,1.0,210.0,0.0,90.0,60.0,2,10,2,10,30,180,34,7
3696178,2,42.02139,-87.67363,2,1.0,45.0,0.0,20.0,35.0,3,1125,3,1125,22,195,53,12
3697283,1,41.81793,-87.61796,1,1.0,75.0,0.0,10.0,20.0,2,7,2,7,0,0,11,2
3731110,1,41.90275,-87.6311,3,1.0,100.0,0.0,20.0,15.0,2,21,2,21,0,5,141,15
3742513,16,42.0168,-87.68771,2,2.0,25.0,100.0,12.0,10.0,1,1125,1,1125,0,0,123,20
3760040,4,41.94224000000001,-87.65137,2,1.0,145.0,0.0,0.0,0.0,1,1124,2,1124,29,361,144,14
3761023,2,41.83514,-87.64774,4,1.0,95.0,0.0,20.0,15.0,2,1125,2,1125,22,82,41,33
3783099,1,41.97312,-87.65236999999998,2,1.0,70.0,300.0,65.0,15.0,30,1125,30,1125,0,285,18,2
3783533,1,41.89806,-87.7034,6,1.0,90.0,200.0,50.0,15.0,1,180,1,180,0,91,288,48
3797518,1,41.77189,-87.57458000000003,2,1.0,100.0,0.0,20.0,35.0,3,7,3,7,30,365,2,0
3798482,1,41.91999000000001,-87.69001999999998,2,1.0,50.0,0.0,20.0,0.0,2,6,3,6,0,0,170,11
3811926,3,41.78384000000001,-87.72759,2,1.0,34.0,0.0,8.0,0.0,1,1125,1,1125,30,357,410,58
3826514,2,41.91147,-87.66968,4,2.0,69.0,200.0,79.0,0.0,3,1124,3,1125,8,315,264,51
3828422,2,41.95037,-87.6457,1,1.0,68.0,0.0,30.0,0.0,1,1125,1,1125,0,108,37,8
3835961,1,42.0059,-87.68285999999998,1,1.0,55.0,100.0,30.0,10.0,3,7,3,7,28,113,2,2
3897045,5,41.89422,-87.62595999999998,2,1.0,93.0,800.0,150.0,0.0,30,365,30,1125,30,291,25,6
3898355,11,41.85531,-87.65411,5,1.0,69.0,0.0,19.0,19.0,1,365,1,365,29,175,394,73
3907071,5,41.7961,-87.5929,2,1.0,37.0,200.0,50.0,7.0,2,999,2,999,29,364,69,20
3912360,2,41.9915,-87.65704000000002,2,1.0,111.0,200.0,75.0,0.0,2,1125,2,1125,19,354,61,29
3924599,6,41.81874000000001,-87.61439,1,1.0,115.0,500.0,80.0,0.0,2,26,2,26,30,365,6,2
3932775,1,41.97355,-87.66141999999998,2,1.0,80.0,0.0,0.0,0.0,2,1125,2,1125,0,0,25,0
3940061,1,41.88307,-87.63396999999998,3,1.0,155.0,0.0,55.0,0.0,45,90,45,1125,30,108,15,1
3944822,1,41.91088,-87.67704,2,1.0,86.0,250.0,40.0,0.0,2,30,2,1125,30,323,321,47
3946324,3,41.94148,-87.79432,2,1.0,85.0,0.0,60.0,15.0,2,180,2,1125,30,270,22,4
3953322,3,41.91391,-87.65063,6,2.5,90.0,500.0,109.0,25.0,4,1124,4,1125,25,336,147,20
3953841,2,42.0061,-87.66298,2,1.0,80.0,0.0,35.0,0.0,2,1125,2,1125,29,364,39,14
3953880,2,42.00493,-87.66471,2,1.0,80.0,0.0,35.0,25.0,3,1125,3,1125,22,357,27,11
3962072,1,41.88371,-87.68629,8,1.0,120.0,550.0,160.0,20.0,3,1125,3,1125,12,132,66,7
3970529,1,41.9197,-87.67985999999998,4,1.0,150.0,200.0,50.0,35.0,4,29,4,29,29,89,109,10
3979385,1,41.95717,-87.64828,4,1.0,125.0,0.0,45.0,50.0,2,1125,2,1125,30,320,222,32
3979425,1,41.90127,-87.69165,4,2.5,200.0,0.0,15.0,0.0,3,1125,3,1125,0,0,3,0
3983057,5,41.7961,-87.5929,2,1.0,40.0,200.0,50.0,10.0,2,999,2,999,29,354,51,11
3984079,5,41.7961,-87.5929,10,1.0,150.0,1000.0,150.0,10.0,2,1125,2,1125,28,253,11,1
3984383,3,41.7898,-87.58961,2,1.5,94.0,0.0,15.0,20.0,1,7,1,7,0,0,47,1
4011519,5,41.7961,-87.5929,1,1.0,30.0,100.0,50.0,0.0,2,1125,2,1125,22,350,43,10
4032955,1,41.91842000000001,-87.67367,2,1.0,500.0,0.0,20.0,0.0,1,2,1,2,28,363,1,0
4051574,2,41.93869,-87.64426,2,1.0,125.0,0.0,0.0,0.0,1,1125,1,1125,0,0,21,0
4051584,2,41.94061,-87.64544000000002,4,2.0,125.0,500.0,0.0,0.0,3,1125,3,1125,0,0,32,2
4075630,3,41.90427,-87.66726,5,1.0,125.0,250.0,75.0,15.0,30,1125,30,1125,18,319,306,40
4083903,1,41.80404,-87.60922,4,1.0,95.0,0.0,0.0,0.0,1,1125,2,1125,22,82,3,3
4092283,7,41.91752,-87.6358,8,2.0,174.0,0.0,55.0,15.0,1,1000,4,1125,22,210,426,57
4096995,4,41.96278,-87.67339,3,1.0,50.0,0.0,30.0,10.0,1,90,3,90,30,365,16,2
4097267,4,41.96682,-87.67786,4,1.0,100.0,0.0,25.0,10.0,3,30,4,30,30,365,7,0
4105283,1,41.99673,-87.6626,2,1.0,38.0,0.0,0.0,6.0,2,120,2,120,30,128,202,13
4150121,1,41.94966,-87.64745,2,1.0,86.0,100.0,95.0,0.0,1,1125,1,1125,30,316,341,40
4156913,1,41.96705,-87.65772,2,1.0,73.0,200.0,35.0,25.0,1,1125,1,1125,29,357,72,27
4157196,2,41.97783,-87.80185999999998,9,1.0,169.0,0.0,65.0,15.0,2,29,2,1125,24,84,69,27
4173269,3,41.91994,-87.64386999999998,2,1.0,125.0,300.0,50.0,0.0,2,1125,3,1125,8,76,281,55
4178970,3,41.93473,-87.65801,4,1.0,200.0,500.0,75.0,50.0,2,35,2,35,29,89,49,5
4183886,1,41.89581,-87.61683000000002,8,2.0,344.0,500.0,80.0,35.0,3,31,3,1125,27,253,128,14
4214683,1,41.95037,-87.71123,2,1.0,37.0,0.0,18.0,10.0,2,90,3,90,3,153,84,18
4225006,1,41.95956,-87.68316999999998,3,1.0,130.0,0.0,50.0,20.0,2,8,2,8,30,356,76,5
4243309,2,41.94278,-87.64898000000002,2,1.0,69.0,0.0,10.0,10.0,1,1125,1,1125,29,350,262,94
4243905,1,41.92721,-87.69733000000002,4,2.0,275.0,250.0,125.0,0.0,2,1125,2,1125,0,275,32,11
4257285,2,41.99638,-87.66284,1,1.0,60.0,250.0,0.0,0.0,2,1125,2,1125,30,350,56,9
4263439,1,41.90516,-87.6291,2,1.0,109.0,300.0,60.0,0.0,1,32,1,1125,28,245,126,23
4264117,1,41.96739,-87.68366999999998,2,1.0,60.0,0.0,0.0,10.0,1,1125,1,1125,0,173,19,4
4267901,0,41.89066,-87.63554,2,1.0,135.0,0.0,0.0,0.0,1,1125,1,1125,0,0,176,0
4278432,1,41.96841,-87.6851,5,1.0,150.0,300.0,50.0,25.0,3,30,3,30,0,326,78,8
4278818,6,41.81954,-87.61594000000002,1,1.0,115.0,500.0,80.0,45.0,2,15,2,15,30,365,11,1
4288256,2,41.94245,-87.73234000000002,2,1.0,60.0,500.0,25.0,20.0,1,1125,1,1125,30,38,317,26
4301222,1,41.91486,-87.68576999999998,12,2.5,199.0,500.0,150.0,30.0,3,365,3,365,30,170,11,2
4302460,1,41.9197,-87.70636,5,1.0,90.0,0.0,0.0,25.0,1,1125,1,1125,0,0,18,0
4335812,6,41.81933,-87.61495,1,1.5,115.0,500.0,125.0,125.0,2,1125,2,1125,30,365,11,4
4359719,1,41.99574000000001,-87.76231999999997,2,1.0,40.0,0.0,80.0,0.0,1,1125,1,1125,17,228,40,17
4365466,16,42.01653,-87.68788,2,2.0,17.0,100.0,12.0,10.0,1,1125,1,1125,21,171,95,6
4370895,1,41.90672,-87.62905,7,1.0,175.0,0.0,100.0,19.0,2,30,2,30,30,348,88,12
4394093,1,41.95581,-87.66922,2,1.0,75.0,0.0,30.0,0.0,3,1125,3,1125,28,246,30,12
4394224,2,41.84911,-87.67924000000002,2,1.0,50.0,0.0,0.0,0.0,25,180,25,180,0,80,9,1
4395112,2,41.93853,-87.65562,10,2.0,149.0,0.0,195.0,50.0,2,1125,2,1125,30,171,123,37
4417718,2,41.96063,-87.70653,1,1.0,50.0,700.0,0.0,0.0,30,1125,30,1125,23,258,13,0
4457161,1,41.95945,-87.67749,6,1.0,239.0,0.0,105.0,50.0,2,1125,2,1125,28,206,53,1
4503103,0,41.85525,-87.63507,5,1.5,110.0,200.0,40.0,20.0,1,1125,1,1125,30,90,67,1
4503332,0,41.85586,-87.63569,6,2.0,125.0,200.0,35.0,20.0,1,1125,1,1125,24,81,86,19
4567558,1,41.95378,-87.73876,3,1.0,45.0,0.0,25.0,25.0,1,1125,1,1125,22,357,116,28
4592031,1,41.96654,-87.65701999999997,4,2.5,70.0,0.0,20.0,25.0,1,28,1,28,29,138,72,24
4598631,5,41.91215,-87.66830999999998,8,2.0,118.0,250.0,95.0,20.0,2,30,2,1125,4,315,227,43
4605354,3,41.93504,-87.65187,4,1.0,175.0,500.0,25.0,25.0,2,1125,2,1125,0,0,7,0
4616669,1,41.90888,-87.64126999999998,4,1.0,120.0,200.0,80.0,0.0,2,1125,2,1125,0,0,78,26
4631385,6,42.01117,-87.66466,5,1.0,115.0,0.0,40.0,25.0,2,1125,2,1125,30,180,66,8
4631540,6,41.9426,-87.79946,2,1.0,40.0,0.0,25.0,0.0,2,1125,2,1125,29,179,36,16
4632510,1,41.90383,-87.69455,4,1.0,99.0,150.0,60.0,25.0,7,1125,7,1125,28,81,149,20
4644849,2,41.95773,-87.64759000000002,4,1.0,250.0,0.0,75.0,25.0,2,1125,2,1125,29,252,45,4
4667333,2,41.92118,-87.68678,2,1.0,75.0,0.0,15.0,0.0,1,1125,1,1125,29,89,169,34
4668682,7,41.91755,-87.63592,15,4.0,743.0,1000.0,125.0,15.0,1,1124,5,1125,24,313,111,20
4698247,1,41.93262,-87.71007,2,1.0,90.0,0.0,40.0,35.0,2,1125,2,1125,23,79,177,45
4708477,1,41.94017,-87.66986999999997,3,1.5,200.0,0.0,40.0,0.0,2,21,2,21,0,0,19,1
4720091,1,41.93425,-87.65016,2,1.0,159.0,250.0,30.0,15.0,1,30,2,30,29,359,41,2
4730797,4,41.92192,-87.7002,3,1.0,50.0,0.0,25.0,40.0,2,1125,2,1125,0,322,59,12
4731523,4,41.9212,-87.69993000000002,3,1.0,50.0,0.0,25.0,40.0,2,1125,2,1125,30,331,47,15
4736295,1,41.91735,-87.67712,3,1.0,99.0,0.0,40.0,0.0,1,1100,60,1100,0,211,50,4
4777997,1,41.72077,-87.57856,6,1.0,150.0,0.0,50.0,50.0,3,30,3,30,0,21,40,0
4785815,1,41.942,-87.64778000000003,3,1.0,110.0,0.0,40.0,25.0,3,1124,3,1124,0,129,65,11
4793938,12,41.97106,-87.66776999999998,6,2.0,199.0,250.0,0.0,0.0,2,1125,2,1125,27,358,54,6
4803582,1,41.90738,-87.67713,2,1.0,125.0,0.0,65.0,0.0,2,1125,2,1125,30,365,86,17
4840199,12,41.97095,-87.66798,7,2.0,499.0,250.0,0.0,0.0,2,900,2,900,28,363,22,5
4840753,12,41.97106,-87.66776999999998,2,1.0,159.0,250.0,0.0,0.0,3,1125,3,1125,29,180,27,0
4852830,2,41.91221,-87.64956,2,1.0,105.0,0.0,0.0,0.0,2,1125,2,1125,28,310,251,29
4862952,1,41.99267,-87.6619,6,1.5,320.0,400.0,100.0,40.0,1,1125,1,1125,28,363,25,0
4867834,1,41.90931,-87.69758,1,1.0,60.0,0.0,0.0,20.0,1,1125,2,1125,0,0,7,7
4872152,2,41.90793,-87.6884,2,1.0,55.0,0.0,10.0,10.0,1,28,1,1125,30,359,172,26
4881981,4,41.90231,-87.63408000000003,2,1.0,59.0,0.0,0.0,10.0,30,45,30,45,0,0,3,0
4907692,2,41.96535,-87.69924,4,2.0,105.0,0.0,75.0,0.0,5,90,5,90,7,119,9,1
4912516,1,41.94691,-87.68786999999998,6,1.0,147.0,300.0,35.0,12.0,2,14,2,1125,0,0,137,12
4923963,1,41.809,-87.61659,5,1.0,135.0,0.0,125.0,25.0,2,1125,2,1125,0,0,27,5
4925062,1,41.68906,-87.60769,1,1.0,50.0,100.0,35.0,0.0,2,1125,2,1125,0,0,7,0
4978940,1,42.01447,-87.66606,2,1.0,95.0,200.0,9.0,50.0,3,90,3,90,28,178,47,8
4979274,14,41.91832,-87.68851,2,1.0,40.0,100.0,10.0,20.0,1,1125,2,1125,30,90,227,34
5009613,5,42.00147,-87.66974,4,1.0,50.0,0.0,0.0,0.0,1,1125,1,1125,30,365,0,0
5027850,2,41.73415,-87.63925,5,1.0,56.0,400.0,80.0,50.0,2,1125,2,1125,30,175,26,12
5048385,1,41.98998,-87.66709,4,1.0,80.0,0.0,30.0,20.0,3,1125,3,1125,0,0,16,3
5074013,2,41.89316,-87.62442,4,1.0,250.0,800.0,50.0,50.0,2,1125,2,1125,29,192,231,32
5095370,14,41.91832,-87.68851,2,1.0,35.0,100.0,10.0,20.0,1,1125,2,1125,30,90,87,26
5102125,5,41.89494000000001,-87.65888000000002,2,1.5,90.0,250.0,42.0,20.0,3,1125,3,1125,22,97,89,27
5115962,1,41.92185,-87.68401,3,1.0,214.0,213.0,25.0,0.0,1,365,2,365,0,292,0,0
5117490,2,41.89998,-87.69244,4,2.0,75.0,0.0,45.0,30.0,1,1125,1,1125,28,117,175,29
5126218,1,41.92149000000001,-87.67817,6,2.5,150.0,0.0,0.0,0.0,30,1125,30,1125,0,151,4,1
5169411,1,41.91858,-87.6779,4,1.5,125.0,0.0,120.0,0.0,2,1125,2,1125,5,131,31,3
5195252,2,41.90368,-87.67943000000002,2,1.0,85.0,0.0,25.0,0.0,1,1125,1,1125,29,302,71,16
5205377,2,41.90436,-87.67953,2,1.0,74.0,0.0,25.0,0.0,2,1125,2,1125,29,353,167,19
5210190,6,41.89405,-87.68498000000002,4,1.0,59.0,0.0,200.0,25.0,28,90,28,90,0,162,126,1
5210927,6,41.89329,-87.68574,4,1.0,79.0,0.0,75.0,25.0,2,1125,2,1125,30,160,309,45
5210931,4,41.88945,-87.68241,2,2.0,200.0,0.0,50.0,150.0,1,1125,1,1125,0,296,71,3
5231461,2,41.90036,-87.69332,4,2.0,150.0,0.0,0.0,0.0,3,30,3,30,30,359,140,24
5297152,3,41.79718,-87.59735,2,1.0,65.0,0.0,10.0,20.0,2,1125,4,1125,29,132,170,22
5320006,3,41.86754000000001,-87.65888000000002,3,1.0,110.0,200.0,50.0,25.0,30,365,30,365,30,365,32,11
5321981,2,41.90978,-87.67690999999998,2,1.0,50.0,0.0,0.0,20.0,1,60,1,60,29,179,48,2
5322865,2,41.9106,-87.67591,2,1.0,48.0,0.0,0.0,25.0,1,69,1,69,0,306,43,1
5328080,3,42.00239000000001,-87.66691999999998,6,2.0,95.0,200.0,75.0,35.0,2,30,2,30,23,88,129,20
5359984,2,41.89523,-87.66601,8,2.5,190.0,0.0,70.0,15.0,3,45,3,1125,28,72,65,7
5383435,3,41.89883,-87.68124,6,1.0,159.0,150.0,70.0,15.0,1,1125,1,1125,30,344,52,16
5406217,1,41.92681,-87.70853000000002,2,2.0,160.0,100.0,50.0,35.0,2,1125,2,1125,30,342,109,27
5414283,1,41.7981,-87.58927,1,1.0,39.0,0.0,50.0,10.0,31,365,31,365,22,357,165,2
5480976,2,41.92021,-87.69005,6,1.0,63.0,200.0,79.0,25.0,3,1124,3,1125,0,281,231,42
5481685,1,42.0151,-87.68063000000002,2,1.0,45.0,0.0,30.0,20.0,2,1125,2,1125,0,112,23,1
5496659,6,41.7645,-87.57248,10,1.0,30.0,0.0,25.0,20.0,1,355,1,355,0,0,100,6
5509147,2,41.91644,-87.65216,4,1.0,148.0,2000.0,120.0,50.0,4,365,4,1125,30,308,73,18
5511358,1,41.94729,-87.70329,1,1.0,34.0,0.0,45.0,15.0,2,34,2,34,0,301,45,7
5537682,1,41.92182,-87.66214000000002,7,2.0,275.0,250.0,120.0,25.0,2,1125,2,1125,29,151,108,3
5537683,1,41.92052,-87.66186,6,1.5,148.0,250.0,85.0,25.0,2,1125,2,1125,29,90,134,2
5545645,3,41.89631,-87.69999,6,1.0,89.0,349.0,85.0,13.0,1,1125,1,1125,30,90,66,7
5571262,0,41.89807,-87.67336,6,2.5,275.0,250.0,75.0,0.0,2,5,2,5,0,4,74,10
5576190,6,41.76469,-87.57215,2,1.0,30.0,0.0,20.0,20.0,7,1125,7,1125,0,296,53,6
5576191,6,41.76264000000001,-87.57231999999998,4,1.0,30.0,0.0,20.0,20.0,1,1125,1,1125,0,296,29,21
5601166,1,41.89541,-87.67537,2,1.5,80.0,0.0,0.0,10.0,4,1125,5,1125,27,255,55,10
5602585,1,41.94706,-87.65888000000002,6,1.0,174.0,0.0,59.0,19.0,1,1125,1,1125,27,356,55,23
5629872,0,41.92845,-87.71325,6,3.5,500.0,999.0,200.0,30.0,2,1125,5,1125,0,0,38,2
5632638,2,41.909,-87.67689,2,1.0,105.0,0.0,40.0,50.0,2,1125,2,1125,30,360,57,11
5645139,1,41.96834000000001,-87.65850999999998,2,1.0,71.0,150.0,50.0,0.0,3,1125,3,1125,29,352,131,20
5651414,1,41.89403,-87.68075,2,1.0,50.0,0.0,50.0,0.0,1,1125,1,1125,0,113,102,3
5681790,1,41.91926,-87.65052,4,1.0,210.0,0.0,80.0,0.0,2,1125,2,1125,30,361,135,10
5694572,10,41.92182,-87.64175,4,2.0,250.0,0.0,150.0,25.0,7,180,7,180,29,357,9,7
5712768,2,41.91925,-87.69096,12,2.0,127.0,500.0,179.0,25.0,3,1124,3,1125,30,351,187,22
5733394,2,41.94271,-87.65292,2,1.0,79.0,0.0,50.0,0.0,2,1125,2,1125,29,120,100,54
