id,latitude,longitude,accommodates,bathrooms,price,minimum_nights,maximum_nights,availability_30,number_of_reviews,number_of_reviews_ltm
4264117,41.96739,-87.68366999999998,2,1.0,60.0,1,1125,0,19,4
4267901,41.89066,-87.63554,2,1.0,135.0,1,1125,0,176,0
4278432,41.96841,-87.6851,5,1.0,150.0,3,30,0,78,8
4278818,41.81954,-87.61594000000002,1,1.0,115.0,2,15,30,11,1
4288256,41.94245,-87.73234000000002,2,1.0,60.0,1,1125,30,317,26
4301222,41.91486,-87.68576999999998,12,2.5,199.0,3,365,30,11,2
4302460,41.9197,-87.70636,5,1.0,90.0,1,1125,0,18,0
4335812,41.81933,-87.61495,1,1.5,115.0,2,1125,30,11,4
4359719,41.99574000000001,-87.76231999999996,2,1.0,40.0,1,1125,17,40,17
4365466,42.01653,-87.68788,2,2.0,17.0,1,1125,21,95,6
4370895,41.90672,-87.62905,7,1.0,175.0,2,30,30,88,12
4394093,41.95581,-87.66922,2,1.0,75.0,3,1125,28,30,12
4394224,41.84911,-87.67924000000002,2,1.0,50.0,25,180,0,9,1
4395112,41.93853,-87.65562,10,2.0,149.0,2,1125,30,123,37
4417718,41.96063,-87.70653,1,1.0,50.0,30,1125,23,13,0
4457161,41.95945,-87.67749,6,1.0,239.0,2,1125,28,53,1
4503103,41.85525,-87.63507,5,1.5,110.0,1,1125,30,67,1
4503332,41.85586,-87.63569,6,2.0,125.0,1,1125,24,86,19
4567558,41.95378,-87.73876,3,1.0,45.0,1,1125,22,116,28
4592031,41.96654,-87.65701999999996,4,2.5,70.0,1,28,29,72,24
4598631,41.91215,-87.66830999999998,8,2.0,118.0,2,30,4,227,43
4605354,41.93504,-87.65187,4,1.0,175.0,2,1125,0,7,0
4616669,41.90888,-87.64126999999998,4,1.0,120.0,2,1125,0,78,26
4631385,42.01117,-87.66466,5,1.0,115.0,2,1125,30,66,8
4631540,41.9426,-87.79946,2,1.0,40.0,2,1125,29,36,16
4632510,41.90383,-87.69455,4,1.0,99.0,7,1125,28,149,20
4644849,41.95773,-87.64759000000002,4,1.0,250.0,2,1125,29,45,4
4667333,41.92118,-87.68678,2,1.0,75.0,1,1125,29,169,34
4668682,41.91755,-87.63592,15,4.0,743.0,1,1124,24,111,20
4698247,41.93262,-87.71007,2,1.0,90.0,2,1125,23,177,45
4708477,41.94017,-87.66986999999996,3,1.5,200.0,2,21,0,19,1
4720091,41.93425,-87.65016,2,1.0,159.0,1,30,29,41,2
4730797,41.92192,-87.7002,3,1.0,50.0,2,1125,0,59,12
4731523,41.9212,-87.69993000000002,3,1.0,50.0,2,1125,30,47,15
4736295,41.91735,-87.67712,3,1.0,99.0,1,1100,0,50,4
4777997,41.72077,-87.57856,6,1.0,150.0,3,30,0,40,0
4785815,41.942,-87.64778000000004,3,1.0,110.0,3,1124,0,65,11
4793938,41.97106,-87.66776999999998,6,2.0,199.0,2,1125,27,54,6
4803582,41.90738,-87.67713,2,1.0,125.0,2,1125,30,86,17
4840199,41.97095,-87.66798,7,2.0,499.0,2,900,28,22,5
4840753,41.97106,-87.66776999999998,2,1.0,159.0,3,1125,29,27,0
4852830,41.91221,-87.64956,2,1.0,105.0,2,1125,28,251,29
4862952,41.99267,-87.6619,6,1.5,320.0,1,1125,28,25,0
4867834,41.90931,-87.69758,1,1.0,60.0,1,1125,0,7,7
4872152,41.90793,-87.6884,2,1.0,55.0,1,28,30,172,26
4881981,41.90231,-87.63408000000004,2,1.0,59.0,30,45,0,3,0
4907692,41.96535,-87.69924,4,2.0,105.0,5,90,7,9,1
4912516,41.94691,-87.68786999999998,6,1.0,147.0,2,14,0,137,12
4923963,41.809,-87.61659,5,1.0,135.0,2,1125,0,27,5
4925062,41.68906,-87.60769,1,1.0,50.0,2,1125,0,7,0
4978940,42.01447,-87.66606,2,1.0,95.0,3,90,28,47,8
4979274,41.91832,-87.68851,2,1.0,40.0,1,1125,30,227,34
5009613,42.00147,-87.66974,4,1.0,50.0,1,1125,30,0,0
5027850,41.73415,-87.63925,5,1.0,56.0,2,1125,30,26,12
5048385,41.98998,-87.66709,4,1.0,80.0,3,1125,0,16,3
5074013,41.89316,-87.62442,4,1.0,250.0,2,1125,29,231,32
5095370,41.91832,-87.68851,2,1.0,35.0,1,1125,30,87,26
5102125,41.89494000000001,-87.65888000000002,2,1.5,90.0,3,1125,22,89,27
5115962,41.92185,-87.68401,3,1.0,214.0,1,365,0,0,0
5117490,41.89998,-87.69244,4,2.0,75.0,1,1125,28,175,29
5126218,41.92149000000001,-87.67817,6,2.5,150.0,30,1125,0,4,1
5169411,41.91858,-87.6779,4,1.5,125.0,2,1125,5,31,3
5195252,41.90368,-87.67943000000002,2,1.0,85.0,1,1125,29,71,16
5205377,41.90436,-87.67953,2,1.0,74.0,2,1125,29,167,19
5210190,41.89405,-87.68498000000002,4,1.0,59.0,28,90,0,126,1
5210927,41.89329,-87.68574,4,1.0,79.0,2,1125,30,309,45
5210931,41.88945,-87.68241,2,2.0,200.0,1,1125,0,71,3
5231461,41.90036,-87.69332,4,2.0,150.0,3,30,30,140,24
5297152,41.79718,-87.59735,2,1.0,65.0,2,1125,29,170,22
5320006,41.86754000000001,-87.65888000000002,3,1.0,110.0,30,365,30,32,11
5321981,41.90978,-87.67690999999998,2,1.0,50.0,1,60,29,48,2
5322865,41.9106,-87.67591,2,1.0,48.0,1,69,0,43,1
5328080,42.00239000000001,-87.66691999999998,6,2.0,95.0,2,30,23,129,20
5359984,41.89523,-87.66601,8,2.5,190.0,3,45,28,65,7
5383435,41.89883,-87.68124,6,1.0,159.0,1,1125,30,52,16
5406217,41.92681,-87.70853000000002,2,2.0,160.0,2,1125,30,109,27
5414283,41.7981,-87.58927,1,1.0,39.0,31,365,22,165,2
5480976,41.92021,-87.69005,6,1.0,63.0,3,1124,0,231,42
5481685,42.0151,-87.68063000000002,2,1.0,45.0,2,1125,0,23,1
5496659,41.7645,-87.57248,10,1.0,30.0,1,355,0,100,6
5509147,41.91644,-87.65216,4,1.0,148.0,4,365,30,73,18
5511358,41.94729,-87.70329,1,1.0,34.0,2,34,0,45,7
5537682,41.92182,-87.66214000000002,7,2.0,275.0,2,1125,29,108,3
5537683,41.92052,-87.66186,6,1.5,148.0,2,1125,29,134,2
5545645,41.89631,-87.69999,6,1.0,89.0,1,1125,30,66,7
5571262,41.89807,-87.67336,6,2.5,275.0,2,5,0,74,10
5576190,41.76469,-87.57215,2,1.0,30.0,7,1125,0,53,6
5576191,41.76264000000001,-87.57231999999998,4,1.0,30.0,1,1125,0,29,21
5601166,41.89541,-87.67537,2,1.5,80.0,4,1125,27,55,10
5602585,41.94706,-87.65888000000002,6,1.0,174.0,1,1125,27,55,23
5629872,41.92845,-87.71325,6,3.5,500.0,2,1125,0,38,2
5632638,41.909,-87.67689,2,1.0,105.0,2,1125,30,57,11
5645139,41.96834000000001,-87.65850999999998,2,1.0,71.0,3,1125,29,131,20
5651414,41.89403,-87.68075,2,1.0,50.0,1,1125,0,102,3
5681790,41.91926,-87.65052,4,1.0,210.0,2,1125,30,135,10
5694572,41.92182,-87.64175,4,2.0,250.0,7,180,29,9,7
5712768,41.91925,-87.69096,12,2.0,127.0,3,1124,30,187,22
5733394,41.94271,-87.65292,2,1.0,79.0,2,1125,29,100,54
5785758,41.8529,-87.69617,1,1.0,45.0,15,365,29,17,2
5790620,41.89068,-87.62658,5,2.0,300.0,60,1125,30,6,0
5794319,41.92046,-87.71656,2,1.0,35.0,1,5,18,316,98
5804791,41.85284,-87.69830999999998,1,1.0,45.0,15,1125,30,15,6
5805991,41.85418,-87.69619,1,1.0,62.0,21,1125,30,10,4
5814832,41.97142,-87.67635,2,1.0,97.0,2,1125,26,101,23
5824524,41.90122,-87.62933000000002,3,1.0,145.0,1,13,0,8,1
5836043,41.90138,-87.67335,5,2.0,175.0,3,120,28,53,23
5847065,41.91727,-87.65334,2,1.0,56.0,1,1125,29,157,44
5850897,41.81214,-87.61231,6,2.5,99.0,2,1125,30,25,9
5851115,41.87478,-87.72131,10,1.0,95.0,1,25,6,306,71
5861971,41.88675,-87.7066,4,1.0,55.0,2,100,18,102,35
5863177,41.91829,-87.65258,2,1.0,85.0,1,1125,30,155,26
5869607,41.88918,-87.68012,2,1.5,200.0,1,1125,0,32,4
5874798,41.94084,-87.65781,2,1.0,79.0,2,1125,27,205,32
5882164,41.89862,-87.62138,4,2.0,250.0,31,1125,30,5,0
5912305,41.87863,-87.68151999999998,2,1.0,45.0,1,5,0,38,13
5929998,41.91033,-87.68444000000002,4,2.0,150.0,3,1125,0,43,5
5933672,41.88676,-87.64253000000002,3,2.0,300.0,90,1125,0,0,0
5980645,41.93433,-87.73945,1,1.0,29.0,1,30,29,52,3
5981743,41.91011,-87.6771,1,1.0,89.0,1,44,0,21,7
5990023,41.89169,-87.62105,4,1.5,285.0,3,21,29,39,5
5996942,41.82962,-87.67529,2,1.0,59.0,2,1125,29,78,19
6000726,41.93583,-87.69360999999998,2,1.0,87.0,3,200,12,132,23
6000922,41.99783,-87.66232,2,1.0,75.0,1,180,0,195,53
6003054,41.9444,-87.7302,2,2.0,60.0,1,1125,0,85,3
6014028,41.83618,-87.62082,2,1.0,86.0,1,1125,27,259,44
6014128,41.87352,-87.62969,4,2.0,200.0,60,1124,30,3,0
6039038,42.01653,-87.68788,2,2.0,25.0,1,1125,0,151,31
6045978,41.94614,-87.68242,8,2.0,299.0,1,1125,30,7,2
6051322,41.97183,-87.66786,3,1.0,219.0,3,28,0,5,0
6053269,41.97106,-87.66776999999998,5,2.0,399.0,3,1125,0,18,0
6057908,41.93924000000001,-87.65502,5,1.0,170.0,2,365,30,212,43
6065318,41.94851,-87.68290999999998,4,1.0,59.0,2,31,16,369,51
6078393,41.9573,-87.68006,10,3.5,475.0,3,1125,0,21,1
6086065,41.92416,-87.69048000000002,4,1.0,119.0,2,1125,27,46,9
6103492,41.9595,-87.74891,3,2.0,66.0,30,1125,0,4,0
6104268,41.90156,-87.66375,4,2.0,59.0,3,1124,26,133,33
6112891,41.90361,-87.63327,2,1.0,40.0,30,90,0,4,3
6129236,41.89671,-87.6562,2,1.0,76.0,2,1125,29,124,27
6133578,41.8585,-87.66920999999998,4,1.5,85.0,1,10,30,407,86
6150893,41.93147,-87.70801,8,1.5,150.0,2,1125,22,227,46
6153674,41.94078,-87.68115,8,2.0,299.0,2,1125,30,16,5
6154243,41.92272,-87.73586999999998,4,1.0,100.0,3,60,29,62,8
6156931,41.88626,-87.61632,4,2.0,171.0,60,1124,29,14,0
6166734,41.99484,-87.66184,4,1.0,90.0,1,30,0,59,3
6185638,41.94208,-87.71685,2,0.0,51.0,1,1125,0,153,4
6214121,41.94334,-87.65343,1,1.0,90.0,1,1125,0,14,0
6229085,41.89364000000001,-87.66483000000002,8,3.0,399.0,2,1125,25,75,16
6232258,41.91058,-87.7087,6,1.0,58.0,4,30,30,189,37
6246314,41.91165,-87.6923,8,2.0,255.0,3,40,22,141,28
6277018,41.91637,-87.7005,2,1.0,129.0,2,7,28,18,0
6288917,41.9431,-87.79460999999998,3,1.0,125.0,2,365,30,17,3
6321615,41.92409,-87.68419,1,1.0,60.0,4,1125,20,54,15
6325307,41.96318,-87.70387,8,3.5,299.0,3,21,0,11,2
6344612,41.97186,-87.66115,2,1.0,59.0,14,1125,0,117,6
6359332,41.88806,-87.63422,4,1.0,164.0,30,1125,29,3,2
6362890,41.90974,-87.63133,4,1.0,80.0,28,1125,28,17,5
6363328,41.96945,-87.69439,2,1.0,59.0,30,365,3,168,27
6365974,41.65156,-87.54165,3,1.0,99.0,2,1125,29,30,4
6374350,41.94782,-87.68428,2,1.0,78.0,1,1125,29,109,24
6374890,41.8984,-87.69673,2,1.0,85.0,2,1125,26,44,14
6375348,41.8324,-87.61058,4,1.0,70.0,3,21,30,177,28
6376734,41.87207,-87.62999,4,2.0,133.0,60,365,30,2,0
6378085,41.95133,-87.70485,6,1.0,82.0,2,1125,15,20,20
6391342,41.89259000000001,-87.66999,2,1.5,80.0,2,1125,0,28,0
6396451,41.86159,-87.64795,4,2.0,150.0,2,1125,0,25,0
6419072,41.95576,-87.72881,2,2.0,69.0,6,45,0,8,0
6419804,41.92322,-87.64934000000002,4,1.0,94.0,2,7,29,2,2
6423299,41.89681,-87.65513,8,2.0,280.0,1,1125,0,210,44
6426005,41.94571,-87.65136,6,1.0,200.0,1,29,0,35,0
6460914,42.00663,-87.68544,2,1.0,82.0,5,70,0,28,5
6463650,41.80852,-87.59589,2,1.0,165.0,3,1125,27,26,3
6472628,41.84968,-87.67627,2,1.5,39.0,2,1125,0,40,9
6480445,41.93521,-87.71096,6,1.0,115.0,2,1124,26,130,40
6488146,41.88745,-87.61731999999998,4,2.0,300.0,31,1125,30,5,2
6499322,41.8503,-87.6324,6,1.0,190.0,2,30,30,178,17
6504170,41.90064,-87.67056,4,1.0,61.0,1,28,30,505,83
6515667,41.91268,-87.63895,6,1.0,239.0,2,1125,21,43,11
6516410,41.89825,-87.66731,4,1.0,120.0,1,1125,24,186,20
6528643,41.94342,-87.68121,6,2.0,199.0,2,1125,28,21,5
6528832,41.91285,-87.63864000000002,6,2.0,199.0,2,1125,23,26,8
6528867,41.91285,-87.63864000000002,6,2.0,259.0,2,1125,28,21,5
6528967,41.94078,-87.68115,8,2.0,309.0,2,1125,30,17,5
6552046,41.84807,-87.67648,2,1.5,25.0,2,1125,29,22,4
6553226,41.90223,-87.67265,2,2.0,175.0,3,91,11,73,25
6553796,41.7397,-87.55166,4,1.0,155.0,2,120,30,2,2
6570622,41.91882,-87.65416,3,1.0,117.0,3,1125,0,19,0
6576714,41.77699000000001,-87.59742,3,1.0,55.0,1,1125,0,103,13
6577697,41.93129,-87.70828,6,1.0,180.0,2,1125,0,3,0
6585861,41.97005,-87.68436,6,3.5,300.0,2,30,0,19,0
6588681,41.93013,-87.70236,2,1.0,85.0,2,30,30,279,58
6612044,41.9715,-87.69707,4,1.0,85.0,2,1125,0,201,33
6622853,41.91601,-87.64446,4,1.0,150.0,4,1124,29,136,28
6625214,41.87279,-87.66205,5,1.0,155.0,2,1125,30,74,36
6644005,41.94197,-87.64853000000002,4,2.0,399.0,1,1125,28,37,2
6644524,41.91276,-87.6782,6,1.0,300.0,1,1125,15,111,40
6654182,41.90274,-87.63303,2,1.0,79.0,31,1125,0,59,3
6655683,42.00232000000001,-87.66686,10,3.0,395.0,3,30,29,19,6
6671151,41.96875,-87.66129000000002,4,2.0,199.0,4,10,0,9,0
6673071,41.92909,-87.66318000000004,7,3.0,699.0,3,14,30,28,1
6686012,41.92455,-87.70258000000004,6,1.0,100.0,2,1125,30,278,49
6690014,41.93914,-87.64185,3,1.0,199.0,2,1125,0,11,5
6693367,41.96941,-87.66022,2,1.0,99.0,2,31,30,197,38
6699565,41.94108,-87.79586,2,2.0,90.0,3,180,30,4,0
6703210,41.91225,-87.67394,2,1.0,95.0,1,8,29,123,40
6705053,41.88662,-87.61565,8,2.0,345.0,3,999,15,114,35
6712154,41.98557,-87.6692,4,2.0,150.0,3,10,0,2,1
6713251,41.94099,-87.68047,6,2.0,275.0,2,1125,30,20,0
6716477,41.94072,-87.68115,8,2.0,199.0,2,1125,30,20,2
6716705,41.94072,-87.68115,8,2.0,249.0,2,1125,30,27,13
6717327,41.97581,-87.71247,2,1.0,75.0,2,1125,0,16,1
6724355,41.78355,-87.61363,2,1.0,57.0,2,1125,0,120,19
6729727,41.97002,-87.65677,2,1.0,99.0,1,1125,19,147,31
6732036,41.85568,-87.64582,6,1.0,180.0,2,1125,5,82,11
6736478,41.81974,-87.61465,1,1.5,115.0,2,1125,30,3,1
6741808,41.9387,-87.65404000000002,4,1.0,139.0,1,1125,30,132,77
6747002,41.94097,-87.68647,5,3.0,425.0,2,1125,0,0,0
6750168,41.91345,-87.6677,7,1.0,80.0,1,1125,12,196,28
6757098,41.89351,-87.67486,6,1.0,99.0,2,30,0,195,32
6763627,41.9219,-87.71701999999998,2,1.0,49.0,3,1125,0,17,6
6764230,41.78632,-87.62236999999998,2,1.0,50.0,1,1125,30,30,15
6764244,41.91916,-87.7099,2,1.0,75.0,4,1124,29,87,4
6764833,41.7857,-87.62109,2,1.0,65.0,1,1125,30,58,10
6768827,41.81833,-87.61304,1,1.5,88.0,2,1125,30,11,2
6773167,41.76754,-87.62992,6,1.5,99.0,1,30,30,6,0
6774898,41.94156,-87.67331999999998,5,1.0,99.0,5,12,0,7,0
6780171,41.9435,-87.67674,6,1.0,275.0,2,1125,27,18,7
6782452,41.97805,-87.66153,2,1.0,80.0,1,30,0,192,79
6782887,41.89143,-87.62584,5,2.0,232.0,3,999,0,166,30
6790448,41.92897,-87.72046999999998,3,1.0,46.0,2,1125,0,10,4
6793653,41.9435,-87.67674,10,2.0,339.0,2,1125,21,15,4
6794333,41.86154000000001,-87.61317,4,0.5,295.0,1,1125,29,52,6
6811019,41.97025,-87.75274,2,1.0,85.0,1,1125,30,43,6
6821346,41.90963,-87.67643000000002,4,2.0,200.0,2,1125,0,0,0
6830348,41.96839,-87.76679,2,1.0,60.0,1,150,0,135,19
6831232,41.95226,-87.65231,2,1.0,150.0,2,15,0,16,0
6832650,41.9219,-87.71011999999996,5,2.0,200.0,2,1125,0,14,0
6843452,41.89747,-87.66396999999998,4,2.5,200.0,2,1125,0,9,0
6846209,41.90667,-87.71429,2,1.5,55.0,2,1125,28,87,12
6853688,41.93723,-87.6828,6,1.0,250.0,2,1125,28,15,5
6853914,41.93723,-87.6828,10,2.0,405.0,2,1125,28,17,4
6854069,41.92751,-87.65011,4,1.0,199.0,2,1125,27,43,9
6855475,41.9399,-87.75563000000002,3,1.0,45.0,2,31,30,50,7
6863046,41.92751,-87.65011,6,1.0,225.0,2,1125,26,19,4
6863178,41.92751,-87.65011,10,2.0,379.0,3,1125,30,37,9
6881079,41.96251,-87.6713,2,1.0,100.0,2,7,0,45,4
6884198,41.99264,-87.72187,7,1.0,74.0,1,1125,0,77,9
6888244,41.97134000000001,-87.65083,2,1.0,50.0,2,7,30,94,22
6895813,41.90592,-87.62921999999998,5,1.0,76.0,1,1125,1,146,24
6897078,41.90281,-87.67215999999998,2,1.0,139.0,3,180,29,138,36
6925326,41.93313,-87.72845,1,1.5,35.0,4,365,8,14,2
6953009,41.90603,-87.67556,4,1.0,110.0,1,25,0,247,38
6957805,41.88302,-87.7096,4,2.5,22.0,7,20,26,427,72
6967492,41.93306,-87.72851,1,1.0,38.0,4,365,7,10,1
6972944,41.81922,-87.61498,1,0.5,500.0,1,1125,30,0,0
6975132,41.9641,-87.73456,5,1.0,125.0,2,90,23,43,5
6975423,41.96382,-87.73494000000002,2,1.5,59.0,3,100,30,14,3
6990105,41.90214,-87.66535999999998,2,1.0,85.0,1,30,28,390,152
6991262,41.90872,-87.70736,2,1.0,47.0,2,1125,0,199,36
6993421,41.90325,-87.63313000000002,4,1.0,124.0,30,365,8,109,1
6994290,41.91762,-87.69539,4,1.0,90.0,2,1125,10,77,5
7002438,41.89165,-87.67658,6,2.0,350.0,2,4,0,3,0
7004149,41.93481,-87.72972,1,1.5,33.0,4,365,7,5,1
7022763,41.8565,-87.64978,1,1.0,80.0,30,365,8,13,1
7025225,41.89859000000001,-87.69006,2,1.0,52.0,1,7,30,185,48
7044056,41.89491,-87.66811,2,1.0,110.0,3,1125,0,28,9
7065055,41.87709,-87.6472,2,1.0,99.0,2,5,0,29,4
7067466,41.94869,-87.6771,5,1.0,98.0,2,1125,28,53,12
7070958,41.89039,-87.68406999999998,4,1.5,210.0,2,15,0,3,0
7071593,41.93985,-87.71659,4,2.0,85.0,2,1125,30,27,10
7074653,41.96024,-87.71007,2,1.0,75.0,1,10,0,56,10
7075936,41.93846,-87.788,3,1.0,74.0,1,365,30,58,9
7084894,41.93514,-87.64955,2,1.0,60.0,1,1125,27,304,57
7092080,41.97195,-87.66733,2,1.0,159.0,3,1125,29,32,1
7094014,41.99635,-87.65681,1,1.0,37.0,1,1125,7,99,14
7097488,41.89294,-87.65865,12,2.0,215.0,1,1125,29,141,22
7114656,41.89933,-87.68951,2,1.0,65.0,2,1125,0,3,2
7116810,41.78962,-87.71776,4,1.0,75.0,7,1125,28,26,3
7127223,41.94319,-87.79545999999998,2,3.0,65.0,3,120,0,11,2
7132740,41.87378,-87.66026,2,2.0,100.0,2,1125,19,54,8
7174786,41.9402,-87.75601,2,1.0,50.0,31,120,30,14,0
7176158,41.92377000000001,-87.69733000000002,7,1.0,93.0,2,600,30,110,35
7182203,41.95724000000001,-87.68769,5,1.0,79.0,2,60,3,130,27
7198481,41.93848,-87.65100000000002,8,4.0,325.0,2,365,25,36,16
7204355,41.91472,-87.69041,4,2.0,199.0,4,28,0,4,3
7221759,41.91081,-87.67031999999998,4,1.0,129.0,2,1125,29,144,17
7239181,41.90392,-87.68863,2,1.0,46.0,3,60,30,74,49
7241887,41.83092,-87.60762,4,1.0,120.0,2,1125,30,52,0
7244885,42.01642,-87.70449,8,2.5,219.0,3,120,28,13,2
7264941,41.88581,-87.61655999999998,3,1.0,150.0,31,1124,30,11,3
7282353,41.79557,-87.73283,2,1.0,75.0,1,15,28,51,6
7291481,41.89302,-87.66988,4,1.0,90.0,2,1125,24,153,30
7304165,41.84056,-87.64173000000002,3,1.0,115.0,2,1125,0,77,9
7309782,41.98526,-87.71752,2,1.0,39.0,1,1125,0,9,0
7319042,42.0022,-87.67305,2,1.0,45.0,1,200,30,84,16
7347908,41.89968,-87.6818,4,1.0,58.0,3,1124,0,250,46
7370245,41.94664,-87.70783,4,1.0,50.0,32,360,0,86,0
7384649,41.97148,-87.66861,6,2.0,249.0,2,60,29,30,7
7384752,41.88581,-87.61641,3,1.0,140.0,60,1124,30,5,1
7389646,41.95675,-87.66715,2,1.0,95.0,2,1125,29,113,25
7408812,41.9228,-87.71074,2,1.0,79.0,2,60,29,82,18
7414801,41.85636,-87.67891,2,1.0,50.0,1,18,30,95,20
7416788,41.89038,-87.68219,4,2.5,400.0,1,1125,0,3,0
7421326,41.93007,-87.69892,6,1.0,200.0,2,25,29,72,20
7460185,41.9311,-87.64777,2,1.0,67.0,2,1125,7,191,25
7460396,41.91821,-87.69484,5,1.0,115.0,2,1125,22,209,2
7482058,41.9045,-87.66256,8,1.5,153.0,2,14,0,256,53
7483739,41.99414,-87.65946,4,2.0,90.0,1,1125,0,5,0
7497203,41.89747,-87.67544000000002,4,1.0,109.0,2,30,0,360,56
7507189,41.98349,-87.80845,3,1.0,60.0,1,7,30,143,32
7511458,41.84998,-87.67623,1,1.5,23.0,2,1125,30,73,1
7513667,41.97457,-87.67589,2,1.0,60.0,2,1125,28,90,14
7542698,41.85398,-87.6702,6,1.0,105.0,2,1125,11,160,23
7557114,41.95016,-87.68255,4,1.0,85.0,2,18,0,47,18
7562307,41.94025,-87.75690999999998,2,1.0,35.0,31,180,30,26,1
7564825,41.92654,-87.72505,6,1.0,122.0,2,29,17,100,17
7572706,41.94418,-87.66084000000002,6,2.0,250.0,2,30,27,66,17
7582520,41.95936,-87.69084000000002,2,1.0,100.0,1,1125,29,285,53
7583731,41.88065,-87.65365,1,2.0,195.0,5,1125,0,27,0
7583774,41.92757,-87.66396999999998,2,1.0,49.0,2,1125,0,19,3
7584277,41.92759,-87.70076,2,1.0,60.0,1,90,30,83,22
7596630,41.91536,-87.69161,2,1.0,105.0,1,1125,30,67,15
7600001,41.95129,-87.6713,14,2.0,206.0,2,1125,22,150,31
7602989,41.94019,-87.65235,4,1.0,109.0,1,1125,0,365,72
7604699,41.94433,-87.65768,3,1.0,150.0,1,5,0,25,4
7613172,41.97075,-87.66812,5,2.0,299.0,30,1125,30,3,0
7623005,41.93349,-87.72267,2,1.0,55.0,3,10,0,108,0
7630479,41.97065,-87.66821,3,1.0,119.0,30,1125,30,3,0
7637618,41.98997,-87.66795,3,1.0,100.0,3,29,29,112,15
7646381,41.93905,-87.7566,3,1.0,35.0,31,120,30,20,0
7660767,41.95123,-87.65573,2,1.0,130.0,1,27,0,137,44
7661725,41.99104000000001,-87.66274,2,1.0,55.0,2,1125,30,68,13
7678127,41.94876,-87.65879,10,1.0,169.0,1,60,27,260,75
7679926,42.01728,-87.66292,4,2.5,200.0,1,1125,30,8,0
7692835,41.99322,-87.67205,2,1.0,56.0,2,21,0,299,62
7713352,41.90676,-87.6888,2,1.0,70.0,3,1125,29,52,6
7718819,41.93351,-87.72819,1,1.0,38.0,4,365,7,7,1
7725012,41.89866,-87.66592,2,1.0,100.0,2,1125,29,27,0
7728429,41.92317,-87.69919,2,1.0,175.0,2,1125,28,21,1
7729906,41.97183,-87.66786,6,2.0,359.0,30,1125,29,6,0
7730115,41.96277,-87.78414000000002,3,1.0,45.0,1,1125,23,183,25
7735577,41.93496,-87.72842,1,1.0,30.0,3,365,0,10,1
7747636,41.94197,-87.68684,2,1.0,59.0,2,1125,28,101,24
7760721,41.90941,-87.67286999999996,6,4.0,499.0,3,30,0,8,1
7772110,41.88664,-87.6509,10,2.5,555.0,2,364,1,158,27
7783924,41.8478,-87.63383,3,1.0,85.0,2,29,30,202,33
7787194,41.91995,-87.64945999999998,3,1.0,65.0,2,1125,0,49,0
7800946,41.95061,-87.64618,2,1.0,105.0,1,1125,30,55,15
7802208,41.97096,-87.65693,4,1.0,188.0,1,7,21,94,17
7803642,41.94076,-87.7041,2,1.0,65.0,2,1125,30,109,11
7807038,41.94669,-87.73415,2,1.0,20.0,2,91,0,70,12
7810018,41.94043,-87.65235,6,1.0,140.0,1,1125,22,387,66
7810030,41.8978,-87.68158000000004,6,1.0,99.0,1,1125,29,315,64
7825273,41.95905,-87.72953000000004,2,1.0,56.0,1,1125,0,80,17
7825308,41.95966,-87.73108,1,1.0,40.0,1,1125,24,60,21
7837690,41.90956,-87.67344,2,1.0,90.0,2,14,0,110,19
7854234,42.00796,-87.66846,1,1.0,40.0,2,30,30,30,6
7874576,41.88542,-87.77474000000002,3,3.0,36.0,1,1125,28,88,18
7875516,41.97157,-87.77577,1,1.0,32.0,14,120,29,13,3
7896539,41.7426,-87.69383,5,1.0,69.0,2,1125,5,118,28
7906341,42.0069,-87.66951,2,1.0,55.0,3,65,30,7,0
7919400,41.94487,-87.65056,2,1.0,55.0,1,1125,30,114,13
7933932,41.84663,-87.68306,3,1.0,100.0,2,7,29,95,17
7937969,41.95045,-87.65558,2,1.5,214.0,1,2,0,3,1
7946592,41.92088,-87.71906,1,1.0,39.0,1,1125,29,58,17
7947804,41.89685,-87.65839,8,3.0,279.0,2,1124,30,175,24
7954586,41.90692,-87.68916999999998,3,2.0,100.0,2,1125,30,65,36
7975015,41.97382,-87.66396,2,1.0,150.0,2,28,0,51,7
7989457,41.90359,-87.69643,2,1.0,63.0,1,1125,30,98,30
8007531,41.89977,-87.66894,2,1.0,115.0,2,1125,29,33,9
8011960,41.82392,-87.60672,3,1.0,55.0,1,1125,30,78,28
8017014,41.90039,-87.66225,16,1.5,94.0,1,99,30,168,35
8019077,41.92719,-87.78491,3,1.0,60.0,1,1125,22,51,18
8031382,41.82272,-87.61743,12,1.0,80.0,1,1125,29,158,34
8035220,41.83087,-87.61005,8,3.5,350.0,2,1125,8,125,18
8051756,41.89463,-87.62759,3,1.0,116.0,31,1125,30,2,2
8053055,41.9447,-87.65032,7,1.0,160.0,1,1125,30,149,18
8053583,41.908,-87.67366,2,0.0,120.0,20,21,23,30,4
8068975,41.90678,-87.62886999999998,2,1.0,150.0,1,1125,26,344,53
8069864,41.82094,-87.60178,3,1.0,85.0,2,15,22,249,42
8070936,41.91828,-87.65257,2,1.0,85.0,1,1125,30,197,23
8072314,41.8971,-87.67098,4,1.0,148.0,1,30,30,93,28
8090232,41.90684,-87.68974,4,1.0,60.0,2,1125,30,85,17
